DEPTID|UFID|END_DATE|title|SAL_ADMIN_PLAN|uri|remove|hr_title|START_DATE
60100000|51527280|NULL|Chemistist|TU2E|||CHEMIST|2008-10-17
56021300|50397061|NULL|Adjunct Curator|OF12|||ADJ CURATOR|2011-03-18
29010900|56381695|NULL|Continuing Education, Coordinator 2|TA12|||CONTINUING EDUCATION, CRD 2|2011-03-21
29080000|63777190|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
32080500|52536573|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2007-12-28
30040000|67300260|NULL|Program Director  and  Clinical Associate Professor|FACM|||PRG DIR & CLIN ASO PROF|1992-08-31
62010500|71878740|NULL|Human Resources, Coordinator 2|TA12|||HUMAN RESOURCES, CRD 2|2008-03-10
29141700|25962970|NULL|Registered Nurse Practitioner, Advanced|TU2E|||REGISTERED NURSE PRACT, ADVANC|2006-03-06
29100000|23004365|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-01-01
29030000|57115420|NULL|Chair  and  Professor|FA12|||CHAIR & PROF|1978-06-01
19050000|01853020|NULL|Chair  and  Professor|FA12|||CHAIR & PROF|1993-08-01
32060000|10429861|NULL|Courtesy Clinical Lecturer|CTSY|||CO CLIN LECTURER|2000-01-01
16120100|98929810|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-04-01
60733000|39392668|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|2004-08-11
29170000|63969116|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|2013-08-23
19090100|80414439|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-05-16
30220000|00607640|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
29080100|45242469|NULL|Research Programs/Services, Coordinator 3|TA12|||RESEARCH PROGS/SVCS, CRD 3|2010-01-08
60460000|98818805|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2012-04-16
28050000|57114343|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2012-08-01
28050000|41983000|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2011-05-27
60230000|56208270|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|1998-06-26
16400100|15998419|NULL|Courtesy Assistant Scientist|CTSY|||CO AST SCTST|2012-01-01
29030101|14753760|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|2002-08-19
29091100|51475720|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2012-08-16
29050300|30925020|NULL|Chief  and  Eminent Scholar|FACM|||CHIEF & EMIN SCHOLAR|2004-06-18
60770000|53380310|NULL|Biological Scientist, Senior|US2E|||BIOLOGICAL SCIENTIST, SR|2001-09-24
32060300|42969250|NULL|Lecturer|FA12|||LECTURER|2014-03-14
29040100|32552101|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2006-12-04
60170000|21217953|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2011-04-27
56020000|79415530|NULL|Courtesy Curator|CTSY|||CO CURATOR|1967-01-01
29020100|92984859|NULL|Assistant Scientist|FA12|||AST SCTST|2005-03-01
28050000|96315371|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2012-06-01
29020100|80895100|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-01-07
29050800|80627970|NULL|Courtesy Assistant Scientist|CTSY|||CO AST SCTST|2013-07-02
29040100|46310840|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
16010000|31995782|NULL|Information/Publications Services, Coordinator 3|TA12|||INFO/PUBLICATIONS SVCS, CRD 3|2014-08-01
29091700|27213061|NULL|Program Director  and  Clinical Associate Professor|FACM|||PRG DIR & CLIN ASO PROF|2005-10-07
29050400|76364169|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-11-22
36010000|37194351|NULL|Statistical Research, Coordinator 3|TA12|||STATISTICAL RESEARCH, CRD 3|2013-08-30
24040100|80004460|NULL|Assistant University Librarian|FA12|||AST UNIV LIBRARIAN|2008-11-14
04050000|08135760|NULL|Student Affairs, Coordinator 2|TA12|||STUDENT AFFAIRS, CRD 2|2003-03-03
29290100|44620640|NULL|Program Director  and  Clinical Associate Professor|FACM|||PRG DIR & CLIN ASO PROF|2006-11-01
26050100|66165961|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-02-01
60320000|55740440|NULL|Chair  and  Professor|FA12|||CHAIR & PROF|1997-10-17
17030100|54994134|NULL|Lecturer|FA09|||LECTURER|2013-08-16
30290000|40663980|NULL|Program Director  and  Clinical Associate Professor|FACM|||PRG DIR & CLIN ASO PROF|2001-07-01
11600106|11140380|NULL|Biological Scientist, Senior|US2E|||BIOLOGICAL SCIENTIST, SR|1983-09-06
30090000|02111823|NULL|Research Programs/Services, Coordinator 3|TA12|||RESEARCH PROGS/SVCS, CRD 3|2013-07-02
55171200|17018337|NULL|Assistant University Librarian|FA12|||AST UNIV LIBRARIAN|2013-02-01
30040000|17750461|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
18080000|81215548|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-08-16
11800000|61395112|NULL|Clinical Associate Professor|FA12|||CLIN ASO PROF|2004-01-16
29092500|76197162|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2014-08-01
16309001|29918735|NULL|Lecturer|FA09|||LECTURER|2013-08-16
29091200|46830490|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
28305000|63646880|NULL|Pharmacist 3|TA12|||PHARMACIST 3|1988-01-04
16900000|11205131|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2006-01-26
33050000|50265300|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2012-05-15
29010600|05280460|NULL|Research Programs/Services, Coordinator 3|TA12|||RESEARCH PROGS/SVCS, CRD 3|1999-12-14
14700000|21633569|NULL|Information Security Analyst 4|TA12|||Information Security Analyst 4|2014-03-10
29092100|54239641|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2010-07-26
29050600|18988673|NULL|Affiliate Clinical Professor|CTSY|||AFFL CLIN PROF|2014-01-01
29120000|01951178|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-09-03
63700100|67536930|NULL|Engineer, Senior|TU2E|||ENGINEER, SR|1987-12-21
29070100|34137690|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
29091600|58154202|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2014-06-27
60070000|57960440|NULL|Courtesy Scientist|CTSY|||CO SCTST|1988-04-27
29141100|61187900|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|1986-06-01
60460000|21713818|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-05-05
29141600|74696459|NULL|Courtesy Assistant Scientist|CTSY|||CO AST SCTST|2012-08-03
16880000|06965730|NULL|Lecturer|FA09|||LECTURER|2011-08-16
11210000|01507172|NULL|Research Programs/Services, Coordinator 3|TA12|||RESEARCH PROGS/SVCS, CRD 3|2009-01-05
16120100|90801078|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-07-01
60140000|94863359|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-07-01
33010000|45201050|NULL|Accounting, Coordinator 3|TA12|||ACCOUNTING, CRD 3|2001-04-13
30150000|06688921|NULL|Courtesy Clinical Lecturer|CTSY|||CO CLIN LECTURER|1988-08-01
03020000|66391910|NULL|Admissions/Registrar, Director|TA12|||ADMISSIONS/REGISTRAR, DIRECTOR|1982-11-16
16120100|78652260|NULL|Lecturer|FA12|||LECTURER|1999-08-13
30090000|66100021|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2000-08-07
18070000|15644098|NULL|Lecturer|FA09|||LECTURER|2010-01-01
29090100|61288141|NULL|Administrative Services, Coordinator 2|TA12|||ADMINISTRATIVE SERVICES, CRD 2|2004-05-25
63300200|42451189|NULL|Physical Plant, Coordinator 3|TA12|||PHYSICAL PLANT, CRD 3|2006-10-16
60170000|08204513|NULL|Lecturer|FA12|||LECTURER|2004-02-01
14800000|24202470|NULL|Application Database Administrative 2|TA12|||APPLICATION DATABASE ADMIN 2|1992-06-29
32040000|14547450|NULL|Chair  and  Professor|FA12|||CHAIR & PROF|1983-06-01
29080100|16169410|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|2011-10-14
28040000|72672420|NULL|Biological Scientist, Senior|US2E|||BIOLOGICAL SCIENTIST, SR|1988-01-04
32060300|15662492|NULL|Courtesy Clinical Lecturer|CTSY|||CO CLIN LECTURER|2013-04-15
31030100|08121620|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2013-12-06
60210000|09908121|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2009-08-15
60230000|09834461|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2006-06-01
57130307|14150118|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2012-05-01
19011700|13570510|NULL|Information/Publications Services, Coordinator 3|TA12|||INFO/PUBLICATIONS SVCS, CRD 3|2013-05-28
32080500|55972740|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2009-08-21
32060000|47911810|NULL|Courtesy Clinical Lecturer|CTSY|||CO CLIN LECTURER|2014-01-21
60351037|59058164|NULL|Extension Agent I|FA12|||EXT AGENT I|2013-05-24
57720000|69750760|NULL|Statistical Research, Coordinator 3|TA12|||STATISTICAL RESEARCH, CRD 3|2003-06-18
60210000|18559637|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-08-05
32060300|66186758|NULL|Courtesy Clinical Lecturer|CTSY|||CO CLIN LECTURER|2014-01-17
62010500|80397890|NULL|Human Resources, Coordinator 3|TA12|||HUMAN RESOURCES, CRD 3|2004-12-06
60320000|54810150|NULL|Lecturer|FA12|||LECTURER|2006-01-13
29040100|74998390|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2002-07-01
60910000|33013261|NULL|Engineer, Senior|TU2E|||ENGINEER, SR|2006-08-18
15060000|89568750|NULL|Lecturer|FA09|||LECTURER|1992-06-15
29050400|82933670|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
21030000|21428690|NULL|Administrative Services, Coordinator 2|TA12|||ADMINISTRATIVE SERVICES, CRD 2|2003-06-20
30130000|35185158|NULL|Courtesy Research Assistant Professor|CTSY|||CO RES AST PROF|2012-10-08
11090000|24414112|NULL|Research Programs/Services, Assistant Director 5|TA12|||RESEARCH PROGS/SVCS, AST DIR 5|2005-03-24
34060100|39596761|NULL|Courtesy Clinical Lecturer|CTSY|||CO CLIN LECTURER|1999-01-29
29010900|10514624|NULL|Medical/Healthh Administrator, Assistant Director 2|TA12|||MEDICAL/HLTH ADM, AST DIR 2|2008-10-17
01020000|76483280|NULL|Audit Manager 5|TA12|||AUDIT MGR 5|1992-07-13
29080100|56996301|NULL|Acting Director  and  Clinical Assistant Professor|FACM|||ACT DIR & CLIN AST PROF|2013-08-01
19090000|24423891|NULL|Research Professor|FA12|||RES PROF|2006-08-16
28050000|39031880|NULL|Chair  and  Professor|FA12|||CHAIR & PROF|1974-09-01
17220700|56292200|NULL|Continuing Education, Coordinator 2|TA12|||CONTINUING EDUCATION, CRD 2|2013-01-02
16010500|43363090|NULL|Development/Alumni Affiliate, Coordinator 1|TA12|||DEVELOPMENT/ALUMNI AFF, CRD 1|2006-07-31
32020000|71367118|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2010-10-28
23070100|26476580|NULL|Broadcasting, Coordinator 2|TA12|||BROADCASTING, CRD 2|1999-04-26
29051900|51013185|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2013-03-15
62010600|49761679|NULL|Human Resources, Coordinator 2|TA12|||HUMAN RESOURCES, CRD 2|2014-07-07
19050000|30374821|NULL|Research Programs/Services, Coordinator 3|TA12|||RESEARCH PROGS/SVCS, CRD 3|2009-06-26
32060300|25191193|NULL|Affiliate Clinical Instructor|CTSY|||AFFL CLIN INSTRUCTOR|2012-09-24
16360100|59143323|NULL|Assistant Scientist|FA12|||AST SCTST|2007-10-15
28040000|55877710|NULL|Biological Scientist, Senior|US2E|||BIOLOGICAL SCIENTIST, SR|1985-01-18
19070000|99507700|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2008-05-09
19050000|74063450|NULL|Engineer|TU2E|||ENGINEER|2003-12-01
29120000|61467891|NULL|Lecturer|FA12|||LECTURER|2008-12-01
29141700|84222630|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
24010100|14324340|NULL|Senior Associate Dean  and  Professor|FA12|||SR ASO DEAN & PROF|1988-06-15
19340000|31923600|NULL|Associate Chair  and  Associate Professor|FA09|||ASO CHAIR & ASO PROF|2004-06-18
60460000|44978870|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-02-20
60872100|19119726|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-02-28
04010200|60070160|NULL|Student Affairs, Coordinator 2|TA12|||STUDENT AFFAIRS, CRD 2|2013-08-20
19340000|15616116|NULL|Courtesy Assistant Scientist|CTSY|||CO AST SCTST|2012-12-19
60013804|03098960|NULL|Continuing Education, Coordinator 2|TA12|||CONTINUING EDUCATION, CRD 2|1995-10-06
29080100|14541048|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|2013-04-26
29052001|14346518|NULL|Program Director  and  Assistant Professor|FA12|||PRG DIR & AST PROF|2011-08-15
29011200|92709100|NULL|Senior Associate Dean  and  Professor|FACM|||SR ASO DEAN & PROF|1984-08-01
18050000|28789230|NULL|Clinical Associate Professor|FA09|||CLIN ASO PROF|2003-07-28
29120000|82179191|NULL|Program Director  and  Clinical Associate Professor|FACM|||PRG DIR & CLIN ASO PROF|2012-12-03
34050200|17623400|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2014-05-25
16600000|62965073|NULL|Lecturer|FA09|||LECTURER|2005-08-16
29240101|90699882|NULL|Research Programs/Services, Coordinator 1|TA12|||RESEARCH PROGS/SVCS, CRD 1|2014-08-18
29190000|69996177|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2013-07-01
55070100|88813312|NULL|Assistant University Librarian|FA12|||AST UNIV LIBRARIAN|2012-04-20
32060300|15696888|NULL|Affiliate Clinical Instructor|CTSY|||AFFL CLIN INSTRUCTOR|2011-09-27
29092700|93151969|NULL|Program Director  and  Clinical Associate Professor|FACM|||PRG DIR & CLIN ASO PROF|2005-09-12
55020100|97516499|NULL|Assistant University Librarian|FA12|||AST UNIV LIBRARIAN|2012-02-06
16400100|17522340|NULL|Chair  and  Professor|FA09|||CHAIR & PROF|1997-12-26
60170000|35195890|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2004-06-18
60170000|42653620|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2005-12-07
29020100|57651157|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-06-11
15010000|04692770|NULL|Research Programs/Services, Coordinator 1|TA12|||RESEARCH PROGS/SVCS, CRD 1|2005-07-26
19020000|11131189|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2005-01-01
60070000|53136391|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-05-18
16040100|28159210|NULL|Chair  and  Professor|FA09|||CHAIR & PROF|1994-06-10
60170000|07588840|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2004-06-18
28100000|98121449|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-08-15
29051900|22204320|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2014-07-01
07700100|25843640|NULL|University Housing, Associate Director 4|TA12|||UNIV HOUSING, ASO DIRECTOR 4|1984-07-06
16360100|36619127|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2006-08-16
60170000|75218580|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2004-06-18
60170000|91299057|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2004-10-28
28100000|60814984|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-06-23
16400100|30751921|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-07-28
11800000|63693681|NULL|Research Programs/Services, Coordinator 1|TA12|||RESEARCH PROGS/SVCS, CRD 1|2011-08-22
63700100|28876090|NULL|Construction Projects, Coordinator 3|TA12|||CONSTRUCTION PROJECTS, CRD 3|1999-08-27
57830100|23198128|NULL|Development/Alumni Affiliate, Coordinator 1|TA12|||DEVELOPMENT/ALUMNI AFF, CRD 1|2013-07-08
60460000|15891485|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-07-01
04030000|04259930|NULL|Associate Director  and  Clinical Assistant Professor|FA12|||ASO DIR & CLIN AST PROF|2007-07-01
30070000|03046681|NULL|Senior Associate Dean  and  Professor|FACM|||SR ASO DEAN & PROF|2004-06-18
21030000|55529440|NULL|Purchasing, Coordinator 1|TA12|||PURCHASING, CRD 1|2008-07-25
60170000|94653160|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2007-10-11
29050405|24410670|NULL|Clinical Programs, Assistant Director 4|TA12|||CLINICAL PROGRAMS, AST DIR 4|1993-10-22
32060300|58854355|NULL|Affiliate Clinical Instructor|CTSY|||AFFL CLIN INSTRUCTOR|2012-12-14
64801000|91079631|NULL|Accounting, Coordinator 3|TA12|||ACCOUNTING, CRD 3|2010-10-26
29160602|95034060|NULL|Associate Dean  and  Associate Professor|FACM|||ASO DEAN & ASO PROF|1990-07-01
60460000|14413961|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2012-09-10
28050000|20274520|NULL|Joint Associate In|CTSY|||JNT ASO IN|2004-06-18
60353005|16891035|NULL|Extension Agent I|FA12|||EXT AGENT I|2010-01-15
57140100|84215100|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2007-01-01
34060700|86461782|NULL|Courtesy Research Assistant Professor|CTSY|||CO RES AST PROF|2010-05-24
32060300|11829632|NULL|Courtesy Clinical Lecturer|CTSY|||CO CLIN LECTURER|2013-09-05
16320000|98851190|NULL|Lecturer|FA09|||LECTURER|2001-08-10
68070000|40624730|NULL|University Postal Manager, Senior|TU2E|||UNIV POSTAL MGR, SR|1988-11-11
29160101|96931173|NULL|Chair  and  Professor|FACM|||CHAIR & PROF|2013-10-28
32010000|31390270|NULL|Student Affairs, Coordinator 2|TA12|||STUDENT AFFAIRS, CRD 2|2002-11-14
07290000|16182898|NULL|Student Affairs, Coordinator 2|TA12|||STUDENT AFFAIRS, CRD 2|2013-09-06
60740000|99499610|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|1994-02-28
60352002|51575325|NULL|County Extension Director  and  Extension Agent II|FA12|||CTY EXT DIR & EXT AGENT II|2010-09-01
16880000|88212730|NULL|Lecturer|FA09|||LECTURER|2003-08-08
60735000|53060505|NULL|Research Engineer Support Specialist Senior|TU2E|||RESEARCH ENGINEER SUPP SPEC SR|2013-06-14
19050000|48597100|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2007-02-09
36020000|54775010|NULL|Research Programs/Services, Coordinator 1|TA12|||RESEARCH PROGS/SVCS, CRD 1|2009-05-29
32080400|51614177|NULL|Student Affairs, Coordinator 2|TA12|||STUDENT AFFAIRS, CRD 2|2013-12-02
18180100|78308240|NULL|School Director  and  Professor/PK Yonge|FA12|||SCHOOL DIRECTOR & PROF/PKY|1984-08-20
16940100|06538400|NULL|Lecturer|FA09|||LECTURER|1995-07-01
71010000|07959841|NULL|Education/Training Programs, Coordinator 2|TA12|||EDUC/TRAINING PROGS, CRD 2|2011-04-15
60872400|14598192|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2011-08-05
60230000|45431700|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|2002-09-06
63700100|21486160|NULL|Physical Plant, Coordinator 3|TA12|||PHYSICAL PLANT, CRD 3|2001-09-04
05180000|39331700|NULL|Computer Applications, Coordinator 3|TA12|||COMPUTER APPLICATIONS, CRD 3|2000-07-17
29340000|59165061|NULL|Associate Chair  and  Professor|FACM|||ASO CHAIR & PROF|2008-07-01
32060300|05664961|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2006-06-15
60230000|56342858|NULL|Education/Training Programs, Coordinator 2|TA12|||EDUC/TRAINING PROGS, CRD 2|2010-10-04
29070100|89396908|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2013-08-15
36010000|19369251|NULL|Statistical Research, Coordinator 3|TA12|||STATISTICAL RESEARCH, CRD 3|2013-05-13
29011500|85795861|NULL|Development/Alumni Affiliate, Coordinator 4|TA12|||DEVELOPMENT/ALUMNI AFF, CRD 4|2007-11-16
27010400|30016219|NULL|Information/Publications Services, Coordinator 3|TA12|||INFO/PUBLICATIONS SVCS, CRD 3|2013-08-30
60230000|38434880|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|1988-01-04
29170000|38325421|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2005-03-01
30090000|87541525|NULL|Administrative Services, Coordinator 2|TA12|||ADMINISTRATIVE SERVICES, CRD 2|2013-07-02
60230000|10992630|NULL|Eminent Scholar|FA12|||EMIN SCHOLAR|1995-05-01
60370000|63243980|NULL|Education/Training Programs, Coordinator 2|TA12|||EDUC/TRAINING PROGS, CRD 2|2007-06-04
34080102|03687457|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2009-01-09
34100400|35346110|NULL|Program Director  and  Clinical Associate Professor|FA12|||PRG DIR & CLIN ASO PROF|1995-02-24
13010100|44868080|NULL|Administrative Services, Coordinator 2|TA12|||ADMINISTRATIVE SERVICES, CRD 2|2001-01-16
56022000|39492590|NULL|Courtesy Assistant Scientist|CTSY|||CO AST SCTST|2009-01-01
60790000|46298690|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|1989-11-06
50010000|97191959|NULL|Development/Alumni Affiliate, Coordinator 4|TA12|||DEVELOPMENT/ALUMNI AFF, CRD 4|2008-10-31
60140000|23189461|NULL|Lecturer|FA12|||LECTURER|2012-09-14
60732000|22801091|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2009-09-18
36010000|16030820|NULL|Statistical Research, Coordinator 3|TA12|||STATISTICAL RESEARCH, CRD 3|2003-02-17
29141900|26538510|NULL|Research Programs/Services, Coordinator 3|TA12|||RESEARCH PROGS/SVCS, CRD 3|1999-01-08
60170000|62616410|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2005-12-21
29020100|24136343|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-05-01
12010200|24261140|NULL|Statistician, Senior|TU2E|||STATISTICIAN, SR|2013-09-13
60152300|65943808|NULL|Chemistist|TU2E|||CHEMIST|2013-06-07
62010300|22993493|NULL|Human Resources, Coordinator 2|TA12|||HUMAN RESOURCES, CRD 2|2011-02-14
57130302|61051141|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-07-01
29050600|19827361|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|1979-01-01
60230000|08898616|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2008-01-07
56021100|14587010|NULL|Courtesy Assistant Scientist|CTSY|||CO AST SCTST|2004-07-01
60260000|48989490|NULL|Lecturer|FA09|||LECTURER|2012-08-17
57140100|81718557|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2012-10-26
19340000|08249710|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2004-06-18
29040100|43657301|NULL|Engineer|TU2E|||ENGINEER|2013-04-29
29340000|99571048|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2010-07-01
28050000|39738456|NULL|Chair  and  Professor|FA12|||CHAIR & PROF|2011-01-31
29141300|87330440|NULL|Research Programs/Services, Coordinator 3|TA12|||RESEARCH PROGS/SVCS, CRD 3|2014-02-28
19340000|74900450|NULL|Courtesy Assistant Scientist|CTSY|||CO AST SCTST|2013-11-01
29150000|12480260|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|1989-10-23
30130000|21112991|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2007-10-15
29010806|89134451|NULL|Education/Training Programs, Assistant Director 3|TA12|||EDUC/TRAINING PROGS, AST DIR 3|2009-08-31
16800000|78459890|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2004-06-18
60732000|29784973|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|2012-04-16
29120000|00557930|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2008-10-17
16600000|33566311|NULL|Administrative Services, Coordinator 2|TA12|||ADMINISTRATIVE SERVICES, CRD 2|2003-10-24
14200800|31815386|NULL|Information Technology Project Manager 2|TA12|||IT PROJECT MANAGER 2|2012-03-16
68020000|62784330|NULL|Accounting, Coordinator 1|TA12|||ACCOUNTING, CRD 1|1986-11-03
29190000|90176490|NULL|Clinical Programs, Assistant Director 5|TA12|||CLINICAL PROGRAMS, AST DIR 5|2013-02-15
29091200|52203160|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|1988-01-04
29091700|80544550|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-06-18
57140100|19298263|NULL|Affiliate Assistant Professor|CTSY|||AFFL AST PROF|2013-11-22
29040100|90430487|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2012-12-21
14800000|45283981|NULL|Information Technology Senior Director|TA12|||IT Senior Director|2003-10-24
33010000|99133123|NULL|Student Affairs, Coordinator 2|TA12|||STUDENT AFFAIRS, CRD 2|2014-06-23
29091200|98728190|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|1996-07-01
56021100|61583196|NULL|Courtesy Assistant Scientist|CTSY|||CO AST SCTST|2010-10-19
60440000|31930921|NULL|Education Media/Communicationsunic, Coordinator 1|TA12|||EDUC MEDIA/COMMUNIC, CRD 1|2013-09-16
30290000|97523520|NULL|Assistant Program Director  and  Clinical Associate Professor|FACM|||AST PRG DIR & CLIN ASO PROF|1996-07-01
29051400|20363680|NULL|Clinical Associate Professor|FACM|||CLIN ASO PROF|2004-01-20
30090000|13597908|NULL|Clinical Programs, Coordinator 1|TA12|||CLINICAL PROGRAMS, CRD 1|2013-07-02
29051400|05491115|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-07-01
34170400|37522380|NULL|Adjunct Clinical Assistant Professor|OF12|||ADJ CLIN AST PROF|2000-01-01
60100000|12907429|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2011-12-01
34030000|66498665|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2013-09-27
56021700|80371621|NULL|Biological Scientist, Senior|TU2E|||BIOLOGICAL SCIENTIST, SR|2002-10-01
19080000|20411190|NULL|Research Programs/Services, Coordinator 3|TA12|||RESEARCH PROGS/SVCS, CRD 3|2002-01-17
56022600|85129945|NULL|Postdoctoral Associate|FAPD|||POSTDOC ASO|2014-01-10
60353042|40680123|NULL|Extension Agent I|FA12|||EXT AGENT I|2007-05-21
