AwardIDType|AwardID|Title|TotalAwarded|DirectCosts|StartDate|EndDate|PI|CoPI|Inv|DeptID|SponsorID|SponsorAwardID|Note
CONT|00068260|FLORIDA AIDS EDUCATION TRAINING CENTERS|199118.00|184591.00|07/01/2008|06/30/2009|40219860,35098080|60529540|60529540|29091401|GM02469|5820-1092-00-E|
CONT|00078501|FLORIDA AIDS EDUCATION TRAINING CENTERS|991361.51|917928.76|07/01/2010|06/30/2015|78555480,60529540|60529540|40219860,48949162|29091401|GM02469|5820-1160-00-E|
CONT|00075869|AETC JACKSONVILLE-UF CARES/RAINBOW CENTER PROJECT|675487.00|626295.67|07/01/2009|06/30/2014|38103241||45190142|30090100|GM02469|5820-1160-02-J|
CONT|00095307|FLORIDA/CARIBBEAN AIDS EDUCATION AND TRAINING CENTER (AETC)|196969.00|182379.00|07/01/2014|06/30/2015|45190142|||30090100|GM02469|5820-1160-04-J|
CONT|00085981|MATERNAL AND CHILD HEALTH FEDERAL CONSOLIDATED PROGRAMS|3000.00|2778.00|04/01/2012|05/31/2012|41742401|||33010000|GM02469|6405-1044-10-A|
CONT|00085160|PUBLIC HEALTH TRAINEESHIP|12914.00|12914.00|07/01/2012|06/30/2013|41742401|||33010000|GM02469|A03HP24225|
CONT|00075333|PUBLIC HEALTH TRAINEESHIP|23721.00|23721.00|09/01/2009|08/31/2012|41742401|||33010000|GM02469|A0AHP16407|
CONT|00074594|PUBLIC HEALTH TRAINEESHIP|34242.00|34242.00|07/01/2009|06/30/2012|41742401|||33010000|GM02469|A3HP15133|
CONT|00082321|11-12 MATERNAL INFANT CARE PROGRAM|1055702.73|1005430.80|07/01/2011|06/30/2014|49493750|||29070400|GM02469|ACM11|
CONT|00058038|UNIVERSITY OF FLORIDA EQUIPMENT ONLY|1964130.00|1964130.00|09/01/2005|04/30/2010|98055250|||11000000|GM02469|C76HF05834|
CONT|00074196|CITY OF JACKSONVILE, PART A RYAN WHITE CARE ACT|762864.00|693512.73|03/01/2009|02/28/2010|38103241|||30090100|GM02469|CITY OF JACKSONVILLE|
CONT|00077588|CITY OF JACKSONVILLE, PART A RYAN WHITE CARE ACT FY 2010-2011|1098210.01|998372.72|03/01/2010|02/28/2011|38103241|||30090100|GM02469|CITY OF JACKSONVILLE|
CONT|00069658|BURN EDUCATION GRANT PHASE 3|588000.00|534545.00|05/29/2008|11/09/2009|99870420|||29141001|GM02469|COBEW|
CONT|00069077|DEVELOPING FLORIDAS ORAL HEALTHCARE WORKFORCE STRAGETIC PLAN|80703.00|55087.00|02/02/2009|08/31/2009|60247890,41359840|41359840||57720000|GM02469|COH4C|
CONT|00081252|ORAL HEALTH SURVEILLANCE OF FLORIDAS THIRD GRADE STUDENTS|76560.00|61248.00|03/09/2011|08/31/2013|41359840|||34060700|GM02469|COH8O|
CONT|00061389|CMS CONSOLIDATED CONTRACT -RHEUMATOLOGY/IMMUNOLOGY|3958197.00|3894358.00|07/01/2006|06/30/2009|89727300|77817710|26521030,51349160|29091000|GM02469|COQEO|
CONT|00060612|POISON INFORMATION CENTER|720000.00|720000.00|03/10/2006|08/31/2008|94167330|||29240103|GM02469|COQJM|
CONT|00061378|CMS YOUTH TRANSITION INITIATIVE|104245.00|94768.00|07/01/2006|06/30/2008|18835450|||57720000|GM02469|COQMQ|
CONT|00068902|CMS YOUTH TRANSITION INITIATIVE|0.00|0.00|07/01/2008|06/30/2009|18835450|||57720000|GM02469|COQMQ-R2|
CONT|00068902|CMS YOUTH TRANSITION INITIATIVE|84281.00|76619.00|07/01/2008|06/30/2009|18835450|||57720000|GM02469|COQMQ-R2|
CONT|00068898|FLORIDA POISON INFORMATION CENTER (MANAGEMENT FEE PROJECT)|795633.33|795633.33|07/01/2008|12/31/2011|94167330|||29240103|GM02469|COQOI|
CONT|00068898|FLORIDA POISON INFORMATION CENTER (MANAGEMENT FEE PROJECT)|2024019.00|2024019.00|07/01/2008|12/31/2011|94167330|||29240103|GM02469|COQOI|
CONT|00075259|FLORIDA POISON INFORMATION CENTER|1107873.00|1107873.00|10/01/2009|06/30/2010|94167330|||29240103|GM02469|COQRQ|
CONT|00079512|FLORIDA POISON INFORMATION CENTER|436699.00|436699.00|10/01/2010|07/31/2011|94167330|||29240101|GM02469|COQSQ|
CONT|00063808|RIGHT PLACE, RIGHT TIME, RIGHT CARE: NURSE-MIDWIVES|942920.00|873400.00|07/01/2007|06/30/2011|81361120,15887761|||31020200|GM02469|D09HP07983|
CONT|00071527|DOCTOR OF NURSING PRACTICE: ADVANCED PRACTICE EDUCATION IN TRANSITION|905940.00|838832.00|07/01/2009|06/30/2013|70355730|06845380||31020100|GM02469|D09HP14645|
CONT|00067416|ENHANCING EDUCATION AND HEALTH CARE AT ARCHER - NURSE EDUCATION PRACTICE AND RETENTION|875245.00|810411.00|07/01/2008|06/30/2011|06845380|||31040100|GM02469|D11 HP05201|
CONT|00082368|ENHANCING EDUCATION AND HEALTH CARE AT ARCHER - NURSE EDUCATION PRACTICE AND RETENTION|960896.59|889718.99|07/01/2011|06/30/2014|06845380||67245240|31010300|GM02469|D11HP05201-07-00|
CONT|00083581|FACULTY DEVELOPMENT IN COMMUNITY AND SOCIETAL PEDIATRICS|833212.00|768643.00|09/30/2011|09/29/2016|39893220,84339350|50975821|95481175|30090000|GM02469|D55HP23207-01-00|
CONT|00077441|ENHANCEMENT OF UFCD RESIDENCY TRAINING PROGRAMS IN DENTISTRY EQUIPMENT ONLY|295088.58|295088.58|09/01/2010|08/31/2011|87769660|||34050200|GM02469|D76HP20573-01-00|
CONT|00077849|ARRA: EQUIPMENT TO ENHANCE TRAINING FOR HEALTH PROFESSIONALS|300000.00|300000.00|09/01/2010|08/31/2011|99659130|||34010100|GM02469|D76HP20811|
CONT|00079843|PREDOCTORAL TRAINING IN GENERAL, PEDIATRICS, AND PUBLIC HEALTH DENTISTRY AND DENTAL HYGIENE|3712323.00|3456092.00|09/01/2010|06/30/2016|87769660,21004150||55432380,70167110|34060700|GM02469|D85HP20030-01-00|
CONT|00084841|FACULTY DEVELOPMENT SUPPORTING ACADEMIC DENTAL INSTITUTION CURRICULUM FOR THE 21ST CENTURY|1252233.00|1164630.00|07/01/2012|06/30/2017|87769660,21004150||66192195,17581879,28581280,60247890|34060700|GM02469|D86HP24477|
CONT|00078118|POSTDOCTORAL TRAINING IN GENERAL, PEDIATRIC, AND PUBLIC HEALTH DENTISTRY AND DENTAL HYGIENE|1255788.00|1200157.70|09/01/2010|06/30/2015|41359840|||34060700|GM02469|D88HP20118-01-00|
CONT|00068543|MEDICARE RURAL HOSPITAL FLEXIBILITY PROGRAM|27609.00|26294.00|01/16/2008|06/30/2008|72410810|||32050000|GM02469|DO789994|
CONT|00089668|HEALTH PROFESSIONS STUDENT LOAN (HPSL) FY 2012-2013|36031.00|36031.00|07/01/2012|06/30/2013|96380690|||34010202|GM02469|E11HP24274-01-00|
CONT|00075239|LOANS FOR DISADVANTAGED STUDENTS|9311.00|9311.00|07/01/2009|06/30/2010|96401060|||34010202|GM02469|E31HP14883|
CONT|00060766|MEDICAL HOME IN THE SAFETY NET: BUILDING INFRASTRUCTURE FOR CSHCN IN COMMUNITY HEALTH CENTERS|198572.65|178994.87|07/01/2006|06/30/2009|40009130,25174430|25174430||57720000|GM02469|H02MC02619|
CONT|00061858|GRANTS FOR COORDINATED SERVICES & ACCESS TO RESEARCH FOR WOMEN, INFANTS, CHILDREN & YOUTH|622418.00|565834.00|08/01/2006|07/31/2007|38103241|||30090100|GM02469|H12HA00091|
CONT|00066831|GRANTS FOR COORDINATED SERVICES & ACCESS TO RESEARCH FOR WOMEN, INFANTS, CHILDREN & YOUTH|697434.00|640849.00|08/01/2007|07/31/2008|38103241|||30090100|GM02469|H12HA00091|
CONT|00070774|GRANTS FOR COORDINATED SERVICES & ACCESS TO RESEARCH FOR WOMEN, INFANTS, CHILDREN & YOUTH|681904.00|625319.00|08/01/2008|07/31/2009|38103241|||30090100|GM02469|H12HA00091|
CONT|00074711|GRANTS FOR COORDINATED SERVICES & ACCESS TO RESEARCH FOR WOMEN, INFANTS, CHILDREN & YOUTH - RYAN WHITE TITLE IV|681904.00|619913.00|08/01/2009|07/31/2010|38103241|||30090100|GM02469|H12HA00091|
CONT|00078977|GRANTS FOR COORDINATED SERVICES & ACCESS TO RESEARCH FOR WOMEN, INFANTS, CHILDREN & YOUTH - RYAN WHITE TITLE IV|730799.00|664263.00|08/01/2010|07/31/2011|38103241|||30090100|GM02469|H12HA00091-13|
CONT|00082715|GRANTS FOR COORDINATED SERVICES & ACCESS TO RESEARCH FOR WOMEN, INFANTS, CHILDREN & YOUTH - RYAN WHITE TITLE IV|730799.00|664363.00|08/01/2011|07/31/2012|38103241|||30090100|GM02469|H12HA00091-14|
CONT|00087225|RYAN WHITE TITLE IV WOMEN, INFANTS, CHILDREN, YOUTH AND AFFECTED FAMILY MEMBERS AIDS HEALTHCARE|2136817.00|1949419.00|08/01/2012|07/31/2015|38103241|||30090100|GM02469|H12HA24824-01-01|
CONT|00055702|A MEDICAL HOME FOR HOMELESS FAMILIES|49963.00|45421.00|03/01/2005|02/28/2006|50975821|||30090000|GM02469|H17MC02503|
CONT|00059959|A MEDICAL HOME FOR HOMELESS FAMILIES|148812.00|135260.00|03/01/2006|05/31/2009|50975821|||30090000|GM02469|H17MC02503|
CONT|00058067|FLORIDA POISON INFORMATION CENTER-JACKSONVILLE STABILIZATIONAND ENHANCEMENT PROGRAM|365881.00|332620.00|09/01/2005|08/31/2006|94167330|45499300||29240103|GM02469|H4B HS00016-05-00|
CONT|00061282|FLORIDA POISON INFORMATION CENTER-JACKSONVILLE STABILIZATIONAND ENHANCEMENT PROGRAM|370025.00|336386.00|09/01/2006|08/31/2007|94167330|||29240103|GM02469|H4B HS00016-06-00|
CONT|00064978|FLORIDA POISON INFORMATION CENTER-JACKSONVILLE STABILIZATIONAND ENHANCEMENT PROGRAM|843759.95|767054.96|09/01/2007|08/31/2009|94167330|||29240103|GM02469|H4B HS00016-07-00|
CONT|00052228|FLORIDA POISON INFORMATION CENTER-JACKSONVILLE STABILIZATIONAND ENHANCEMENT PROGRAM|365881.00|332619.00|09/01/2004|08/31/2005|94167330|45499300||29240000|GM02469|H4B MC00016-04|
CONT|00072507|POISON CENTER SUPPORT AND ENHANCEMENT PROGRAM|1798478.00|1683601.89|09/01/2009|08/31/2014|94167330|||29240103|GM02469|H4BHS15549|
CONT|00092858|POISON CENTER SUPPORT AND ENHANCEMENT PROGRAM|380483.00|369642.00|09/01/2014|08/31/2019|94167330|||29240101|GM02469|H4BHS15549|
CONT|00074488|CATEGORICAL GRANT PROGRAM TO PROVIDE OUTPATIENT EARLY INTER-VENTION SERVICES WITH RESPECT TO HIV DISEASE|585000.00|531818.09|07/01/2009|06/30/2011|38103241|||30090000|GM02469|H76HA01312|
CONT|00093716|HIV EARLY INTERVENTION SERVICES EXISTING GEOGRAPHIC SERVICE AREAS (PART C) RYAN WHITE TITLE III OUTPATIENT EIS PROGRAM|315875.00|287159.45|05/01/2014|04/30/2017|38103241|||30090100|GM02469|H76HA01312|
CONT|00066055|CATEGORICAL GRANT PROGRAM TO PROVIDE OUTPATIENT EARLY INTER-VENTION SERVICES WITH RESPECT TO HIV DISEASE|584968.63|531788.63|07/01/2007|06/30/2009|38103241|||30090100|GM02469|H76HA01312-05-00|
CONT|00082606|CATEGORICAL GRANT PROGRAM TO PROVIDE OUTPATIENT EARLY INTER-VENTION SERVICES WITH RESPECT TO HIV DISEASE|892563.00|811420.28|07/01/2011|06/30/2014|38103241|||30090100|GM02469|H76HA01312-09|
CONT|00087505|PARTNERSHIP FOR ACCESS TO TREATMENT AND HOUSING (PATH HOME) HIV HOMELESS SPNS|950000.00|797710.00|09/01/2012|08/31/2017|38103241|||30090100|GM02469|H97HA24962|
CONT|00070007|MATERNITY AND INFANT CARE AGREEMENT|68090.88|61900.80|07/01/2008|06/30/2009|55253430|||29070400|GM02469|Healthy Start of N C|
CONT|00074441|MATERNITY AND INFANT CARE AGREEMENT|624000.00|594285.71|07/01/2009|06/30/2010|55253430|||29070400|GM02469|HEALTHY START OF N C|
CONT|00074443|08-09 PSYCHOSOCIAL|326340.00|310800.00|07/01/2009|06/30/2010|55253430|||29070602|GM02469|HEALTHY START OF N C|
CONT|00078527|10-11 PSYCHOSOCIAL SERVICES|340669.00|324446.67|07/01/2010|06/30/2011|49493750|||29070602|GM02469|HEALTHY START OF N C|
CONT|00070007|MATERNITY AND INFANT CARE AGREEMENT|550917.12|500833.75|07/01/2008|06/30/2009|55253430|||29070400|GM02469|Healthy Start of N C|
CONT|00082508|11-12 PSYCHOSOCIAL SERVICES|340669.00|324446.67|07/01/2011|06/30/2012|49493750|||29070602|GM02469|HEALTHY START OF NCF|
CONT|00065461|DISTANCE LEARNING FOR MATERNAL AND CHILD HEALTH TRAINING|555624.00|415886.03|09/17/2007|09/16/2011|18835450|||57720000|GM02469|HHSH240200735004C|
CONT|00074503|STUDENT/RESIDENT EXPERIENCES AND ROTATIONS IN COMMUNITY HEALTH (SEARCH)|600000.00|534465.22|09/30/2009|09/29/2012|55432380|||29690000|GM02469|HHSH250200900049C|
CONT|00075758|FY 2009-10 MAI RYAN WHITE MINORITY AIDS INITIATIVE|283388.00|257625.46|08/01/2009|07/31/2010|38103241|||30090000|GM02469|Hlth Resources & Ser|
CONT|00086243|MENTAL AND BEHAVIORAL HEALTH EDUCATION AND TRAINING PROGRAM|251999.00|248332.00|09/30/2012|09/29/2015|74923290|||33070000|GM02469|M01HP25183|
CONT|00071119|RYAN WHITE TITLE III HIV CAPACITY DEVELOPMENT AND PLANNING GRANTS|84165.00|76513.64|09/01/2008|08/31/2009|38103241|||30090000|GM02469|P06 HA11125|
CONT|00086492|12-13 PSYCHOSOCIAL SERVICES|340669.00|324446.67|07/01/2012|06/30/2013|49493750|||29070100|GM02469|PSY-1213|
CONT|00090066|13-14 PSYCHOSOCIAL SERVICES|340669.00|324447.00|07/01/2013|06/30/2014|49493750|||29070602|GM02469|PSY-1314|
CONT|00061635|HEALTH PLAN TURNOVER AND DISENROLLMENT, HEALTH CARE QUALITY AND EXPENDITURES IN STATE CHILDRENS HELATH INSURANCE PROGRA|99668.21|67929.21|01/01/2007|12/31/2008|50943500|54431330||57720000|GM02469|R40MC07843|
CONT|00081751|RYAN WHITE PART A/MAI-SHANDS JACKSONVILLE MEDICAL CASE MANAGEMENT SERVICES|1379482.00|1254074.54|03/01/2011|02/29/2012|38103241|||30090100|GM02469|RCBH1F6GA RCB009-11|
CONT|00086247|SCHOLARSHIPS FOR DISADVANTAGED STUDENTS|1880262.00|1880262.00|09/30/2012|06/30/2015|96380690|||34010202|GM02469|T08 HP25305|
CONT|00063367|SCHOLARSHIPS FOR DISADVANTAGED STUDENTS|92811.00|92811.00|07/01/2007|06/30/2008|96401060|84731710||34010202|GM02469|T08HP07081-02|
CONT|00067678|SCHOLARSHIPS FOR DISADVANTAGED STUDENTS|266778.00|266778.00|07/01/2008|06/30/2009|96401060,87840840|84731710||34010202|GM02469|T08HP09588|
CONT|00071707|SCHOLARSHIPS FOR DISADVANTAGED STUDENTS|150154.00|150154.00|07/01/2009|06/30/2010|96401060,87840840|||34010202|GM02469|T08HP13323|
CONT|00077844|SCHOLARSHIPS FOR DISADVANTAGED STUDENTS|134692.00|134692.00|07/01/2010|06/30/2011|96401060,87840840|||34010202|GM02469|T08HP18616|
CONT|00081061|SCHOLARSHIPS FOR DISADVANTAGED STUDENTS|185025.00|185025.00|07/01/2011|06/30/2012|96380690,87840840|||34010202|GM02469|T08HP22267|
CONT|00075270|SCHOLARSHIPS FOR DISADVANTAGED STUDENTS|67401.00|67401.00|09/01/2009|06/30/2010|96401060||87840840|34010202|GM02469|T0AHP15758|
CONT|00078717|SCHOLARSHIPS FOR DISADVANTAGED STUDENTS|73087.00|73087.00|07/01/2010|06/30/2011|96401060,87840840|||34010202|GM02469|T0AHP18339|
CONT|00061927|PARTNERSHIP TO IMPROVE ORAL HEALTH IN YOUNG CHILDREN: PHYSICIAN-BASED ORAL HEALTH INTERVENTION|391512.00|293047.00|09/30/2006|08/31/2010|87769660|||34050200|GM02469|T12HP07706|
CONT|00089252|EVALUATING FLORIDA'S ORAL HEALTH NEEDS AND WORKFORCE CAPACITY|262749.00|218218.00|09/01/2014|08/31/2015|87769660|||34060700|GM02469|T12HP27541|
CONT|00061551|TRAINING: PEDIATRIC PULMONARY CENTER|1026863.31|950774.31|07/01/2006|06/30/2010|76805120|18835450||29092000|GM02469|T72 MC00002|
CONT|00076321|PEDIATRIC PULMONARY CENTER|1715926.00|1588894.89|07/01/2010|06/30/2015|76805120,18835450|||29092000|GM02469|T72 MC00002|
CONT|00078842|AFFORDABLE CARE ACT: PRIMARY CARE RESIDENCY EXPANSION|1920000.00|1779995.48|09/30/2010|09/29/2015|30790950|||29160204|GM02469|T89HP20727|
CONT|00072012|AREA HEALTH EDUCATION CENTERS (AHEC) PROGRAM|1168320.00|1151283.49|09/01/2009|08/31/2012|55432380|||29690000|GM02469|U77HP03051|
CONT|00084836|AREA HEALTH EDUCATION CENTERS (AHEC) PROGRAM|1180387.00|1155921.00|09/01/2012|08/31/2017|55432380|86763470||29690000|GM02469|U77HP03051|
CONT|00081979|AFFORDABLE CARE ACT PUBLIC HEALTH TRAINING CENTERS|1405190.00|1334233.48|09/01/2011|08/31/2015|41742401,04172948|04172948|19549376,67671130|33010000|GM02469|UB6 HP22825|
CONT|00092467|NURSE EDUCATION, PRACTICE, QUALITY, AND RETENTION- INTERPROFESSIONAL COLLABORATIVE PRACTICE|479957.00|444405.00|07/01/2014|06/30/2017|67245240,58595570||16985921,11049781,10423391|31020100|GM02469|UD7HP26901-01-00|
CONT|00057276|MEDICAL HOME IN THE SAFETY NET: BUILDING INFRASTRUCTURE FOR CSHCN IN COMMUNITY HEALTH CENTERS|198574.00|167479.00|07/01/2005|06/30/2006|40009130|25174430||57720000|GM02471|1 H02MC02619-01-00|
CONT|00039642|DISTANCE LEARNING FOR MATERNAL AND CHILD HEALTH TRAINING|121548.00|101290.00|09/16/2003|09/15/2007|18835450|||57720000|GM02471|240-03-0012|
CONT|00061413|CMS MULTIPLE HANDICAP/NEUROLOGY|1289939.00|1271940.00|07/01/2006|06/30/2009|71358040|||29091200|GM02471|COQFE|
CONT|00051479|MEDICAL HOME IN THE SAFETY NET: BUILDING INFRASTRUCTURE FOR CSHCN IN COMMUNITY HEALTH CENTERS|198574.00|165695.00|07/01/2004|06/30/2005|40009130|25174430||57720000|GM02471|H02MC02619-01-00|
CONT|00061415|CHILD ABUSE PREVENTION PROJECT (CAPP) DISTRICT 3|66668.00|66668.00|07/01/2006|08/31/2007|71358040|||29090300|GM02471|PNP615|
CONT|00065730|ADVANCED EDUCATION NURSING TRAINEESHIP|111837.00|111837.00|07/01/2007|06/30/2008|56839038|||31040100|GM02473|A10HP00112-08-00|
CONT|00069530|ADVANCED EDUCATION NURSING TRAINEESHIP|113158.00|113158.00|07/01/2008|06/30/2009|56839038|||31020100|GM02473|A10HP00112-09-00|
CONT|00073875|ADVANCED EDUCATION NURSING TRAINEESHIP|162117.00|162117.00|07/01/2009|06/30/2010|56839038|||31020100|GM02473|A10HP00112-10-00|
CONT|00076007|ADVANCED EDUCATION NURSING TRAINEESHIP|109665.00|109665.00|07/01/2010|06/30/2011|17508531|||31020100|GM02473|A10HP00112-11-00|
CONT|00082516|ADVANCED EDUCATION NURSING TRAINEESHIP|108250.00|108250.00|07/01/2011|06/30/2012|17508531|||31010400|GM02473|A10HP00112-12-00|
CONT|00059230|IMPROVING FLORIDAS HEALTH WITH PHN ADVANCED EDUCATION|792857.00|734705.00|07/01/2006|06/30/2011|50489864,48883400|||31040100|GM02473|D09HP07322|
CONT|00056295|NURSE EDUCATION PRACTICE AND RETENTION|473579.96|438500.22|07/01/2005|06/30/2008|06845380|||31040100|GM02473|D11 HP05201|
CONT|00059085|DEVELOPMENT OF NOVEL ORAL AVAILABLE BACKBONE CYCLIC ANTI-OBESITY DRUG LEAD|54320.00|47236.00|11/01/2006|10/31/2009|81987980|||32030000|GM03301|2005193|
CONT|00086959|BETTER (WORSE) THAN ALL THE REST: EVALUATIVING AND CONTRASTING THREE SOURCES OF BIAS IN MEMBER|7245.00|6300.00|10/01/2012|09/30/2013|12993999|||16400100|GM03301|2011269|
CONT|00083972|GENE THERAPY USING NOVEL VIRAL VECTORS IN THE CNGA3 SHEEP MODEL OF ACHROMATOPSIA|25635.00|22291.00|10/01/2012|09/30/2015|04567780|||29150000|GM03301|2011445|
CONT|00091763|ALPHA7 & RIC-3 IN THE CHOLINERGIC ANTI-INFLAMMATORY PATHWAY|15720.00|13670.00|09/01/2014|08/31/2018|20962220|||29100100|GM03301|2013055|
CONT|00067139|DEVELOPMENT OF ENTO,OTOXIC MAIZE FOR BIOLOGICAL CONTROL OF MOSQUITOES FOR ANTI-MALARIA INTERVENTION|106009.00|92184.00|10/01/2008|08/31/2012|11379930,37947520|||60900000|GM03301|8/32007037|
CONT|00081639|HUMAN POWERED VEHICLE TEAM PARTNERSHIP|1000.00|1000.00|03/07/2011|12/31/2011|89498560|||19020100|GM02536|0-10307-8000|
CONT|00067715|NEURAL EFFECTS OF ULTRA-SHORT PULSE (USP) STIMULATION|1268312.00|993912.00|04/22/2008|03/31/2010|42584250|||34080200|GM02536|M67854-08-1-7031|
CONT|00095085|ESTABLISHING BEST PRACTICES FOR SOUS VIDE PREPARATION OF LARGER BONELESS BEEF & PORT CUTS|5114.00|5114.00|09/01/2014|06/30/2015|48911679|||60090000|GM0006852|NULL|
CONT|00063138|MOVEMENT (R)EVOLUTION PHASE II: CREATING A VISUAL HISTORY OFAFRICIAN CONTEMPORARY DANCE|10000.00|8547.00|09/01/2006|06/30/2008|01063560|||13010300|GM02430|06-3300-7176|
CONT|00064671|HANDBOOK OF AMERICAN ART IN THE HARN MUSEUM COLLECTION|10000.00|7485.00|06/01/2007|08/31/2009|26018010|||57800000|GM02430|07-7900-7017|
CONT|00080113|HARN MUSEUM OF ART AND PACE CENTER FOR GIRLS PARTNERSHIP|10000.00|10000.00|10/01/2010|09/30/2012|72557230|||57800000|GM02430|10-5900-8093|
CONT|00081703|ART FOR LIFE|10000.00|10000.00|05/01/2011|04/30/2012|72557230|||57800000|GM02430|11-5900-8023|
CONT|00070358|THE LAST FLIGHT OF PETR GINZ|30000.00|23809.52|07/01/2009|06/30/2011|08285220|56426880||23090000|GM02430|94-3400-7074|
CONT|00069198|NEW PERSPECTIVES ON EARLY MODERN CHINA|5000.00|4000.00|09/01/2007|09/30/2008|87130820|||16640000|GM02431|COLUMBIA UNIVERSITY|
CONT|00066043|WOMENS POETRY STUDIES: A MANUAL|40000.00|40000.00|08/01/2007|07/31/2008|35897560|||16200000|GM02431|FA-53487-07|
CONT|00078037|THE TEMPLE OF ATHENA AT SOUNION AND EARLY CLASSICAL LONIC ARCHITECTURE|50400.00|50400.00|07/01/2010|06/30/2011|95675670|||13000000|GM02431|FA-55268-10|
CONT|00090016|AFRO-BRAZILIAN POLITICAL MOBILIZATION AND THE ABOLITION OF SLAVERY IN RIO DE JANEIRO, 1879-1888|50400.00|50400.00|08/01/2013|07/31/2014|42592010|||16280100|GM02431|FA-57026-13|
CONT|00093674|ACROSS THE COURTYARD: RELIGION, LAW, AND THE INTER-COMMUNAL RELATIONS IN OTTOMAN AND BRITISH.|50400.00|50400.00|08/01/2014|07/31/2015|51529653|||16280100|GM02431|FA-58032-14|
CONT|00097019|HUMANITIES AND THE SUNSHINE STATE: EXPLORING FLORIDA'S PAST PRESENT AND FUTURE|20000.00|20000.00|01/15/2015|12/31/2015|94924184|||16720100|GM02431|GR 0115 4115 2374|
CONT|00069574|THROUGH THE CAMERA'S EYE: CARIBBEAN MIGRATION TO FLORIDA AND THE UNITED STATES A FILM AND LECTURE SERIES|12460.00|12460.00|06/01/2008|03/31/2009|96247290|79273460||57140100|GM02431|GR-0308-3390-2033|
CONT|00081714|DIGITAL EPIGRAPHY TOOLBOX|50000.00|34129.69|06/01/2011|11/30/2012|74768706,15533150|||13050000|GM02431|HD-51214-11|
CONT|00074128|LINCOLN: THE CONSTITUTION AND THE CIVIL WAR - A TRAVELING EXHIBITION TO LIBRARIES|2500.00|2500.00|06/01/2009|12/31/2013|83416870|||55010000|GM02431|LL-50017-09|
CONT|00037237|RANDELL RESEARCH CENTER ENDOWMENT-INTEREST EARNED|66295.08|66295.08|12/01/2001|07/31/2008|03455110|||56020000|GM02431|NEH CH-21047|
CONT|00039686|CATALOGING AND CREATING DIGITAL ACCESS TO AMERICAN AND BRITISH CHILDREN'S LITERATURE, 1870-1889|295507.00|246256.00|10/01/2004|09/30/2007|10059470|52280910||55010000|GM02431|NEH PA-50680-04|
CONT|00065094|CATALOGING AND CREATING DIGITAL ACCESS TO AMERICAN AND BRITISH CHILDREN'S LITERATURE, 1890-1910|284288.00|215226.00|10/01/2007|06/30/2009|52280910|||55010000|GM02431|PC-50042-07|
CONT|00073529|DOCUMENTATION OF CHIMIINI, A BANTU LANGUAGE OF SOMALIA|185191.00|133423.65|05/01/2009|04/30/2014|73703050|||16300000|GM02431|PD-50009-09|
CONT|00089959|DOCUMENTATION OF BAGA MANDORI (ATLANTIC, NIGER-CONGO)|247862.00|173020.00|08/01/2013|07/31/2015|75137913|94417950||16600100|GM02431|PD-50029-13|
CONT|00076267|ADVANCING ACCESS & PRESERVATION BEST PRACTICES IN FLORIDA|32225.00|25575.00|02/01/2010|01/31/2011|40483570|||55010000|GM02431|PE-50044-10|
CONT|00054303|NATIONAL DIGITAL NEWSPAPER PROGRAM: FLORIDA NEWSPAPERS 1900 - 1910|320959.00|267466.00|05/01/2005|05/31/2008|11398800|||55090000|GM02431|PJ-50006-05|
CONT|00090898|FLORIDA AND PUERTO RICO DIGITAL NEWSPAPER PROJECT|325000.00|262394.00|09/01/2013|08/31/2015|30061520|10111198||55010000|GM02431|PJ-50119-13|
CONT|00085674|UNEARTHING ST. AUGUSTINE'S COLONIAL HERTIGAGE: AN INTERACTIVE ARCHIVE OF THE NATION'S OLDEST CITY|265000.00|206226.00|07/01/2012|06/30/2015|31973960|63257120||55010000|GM02431|PW-51064-12|
CONT|00086080|CREATING AN ONLINE CATALOG OF THE CERROS ARCHAEOLOGICAL COLLECTIONCOLLECTION|52965.00|42372.00|06/01/2012|08/31/2014|92737700|||56020600|GM02431|PW-51116-12|
CONT|00089410|FRENCH PAMPHLET PLANNING PROJECT: AN INTERNATIONAL COLLABORATION FOR IMPROVEMENT OF COLLECTION ACCESS|39246.00|30542.00|04/01/2013|04/30/2015|92216290|||55010000|GM02431|PW-51301-13|
CONT|00058346|STABILIZATION OF HARN MUSEUM OF ART COLLECTION|367335.00|327521.00|07/01/2006|12/31/2009|26018010|||57800000|GM02431|PZ-50059-06|
CONT|00065211|REHABILITATION OF PINELAND COLLECTIONS|284504.00|212952.00|07/01/2007|06/30/2011|03455110|72823000||56022301|GM02431|PZ-50073-07|
CONT|00049190|RITUAL FETING AND RELIGIOUS CONVERSION IN AN ANCIENT NATIVE AMERICAN EMPIRE|54525.00|43620.00|05/01/2004|11/30/2007|17583450|78982900||16040100|GM02431|RZ-50098-04|
CONT|00086972|ARCHIVE OF HAITIAN RELIGION AND CULTURE|20054.00|15606.00|10/01/2012|09/30/2015|65081507,92216290|||16860000|GM02431|RZ-51441-12|
CONT|00063502|FEL PORTAL|198708.00|198708.00|11/15/2006|09/30/2007|89634700|||57760000|GM02428|06-LSTA-C-01-C|
CONT|00070248|FLEX FEST 2008|2500.00|2500.00|07/01/2008|03/31/2009|29988810|||16200000|GM02428|09.0416|
