Sponsor_ID|SponsorName
GM0006484|FLORIDA SEA GRANT
GM0006486|FOLGER SHAKESPEARE LIBRARY
GM0006487|FONDATION LEDUCQ
GM0006493|FOUNDANIMALS
GM0005690|ATW AUTOMATION
GM0005746|STATE OF CALIFORNIA DEPT OF FISH & GAME
GM0006215|BAPTIST MEDICAL CENTER
GM0005677|INSTITUT ROSELL
GM0005679|VA PALO ALTO HEALTH CARE SYSTEM
GM0005930|EVARCHA
GM0005939|MARY & ROBERT PEW PUBLIC EDUCATION FUND
GM0006001|CONTECH ENGINEERED SOLUTIONS LLC
GM0006033|ROCHE MOLECULAR SYSTEMS
GM0006080|CAPRICOR INC.
GM0006351|AMERICAN SOC FOR DERMATOLOGIC SURGERY
GM0006355|AMERICAN SOCIETY OF BIOMECHANICS
GM0006367|ARCHAEOLOGICAL INSTITUTE OF AMERICA
GM0006386|BBVA FOUNDATION
GM0006396|BRADY EDUCATION FOUNDATION
GM0006421|CHANEL RESEARCH AND TECHNOLOGY
GM0005865|BIORIL
GM0006137|WELLSPRING ADVISORS
GM0006180|KERRY INGREDIENTS & FLAVOURS
GM0006951|HUGO MOSER RESEARCH INSTITUTE
GM0005387|ATOX BIO LTD
GM0005505|SUNY KOREA
GM0006106|ONCOMED PHARMACEUTICALS INC
GM0006142|ROYAL CARIBBEAN CRUISES
GM0006143|AMER DENTAL ASSO
GM0005813|EAWAG
GM0005925|SCIENTIFIC RES NETWORK ON DECISION NEURO
GM0006216|CARGO GLOBAL HOLDINGS
GM0005375|SANDVIK MINING & CONSTRUCTION
GM0005348|BONEFISH & TARPON TRUST
GM0006223|PARTNERS IN HEALTH
GM0006252|EXCET
GM0006814|JACKSONVILLE CENTER FOR CLINICAL RESEARC
GM0005353|BUILDING ACAD GERIATRIC NURSING CAPACITY
GM0006059|CHEROKEE NATION TECHNOLOGY SOLUTIONS
GM0005502|MARY KAY FOUNDATION
GM0005347|FLORIDA HEALTH CHOICES
GM0005483|EMC CORPORATION
GM0005485|ISLAND INSTITUTE
GM0005947|UNIVERSITY OF AKRON
GM0006159|THE GID GROUP
GM0005350|SAMSUNG THALES CO
GM0005450|UNIVERSITY OF DAYTON
GM0007006|MINERVA ENGINEERING
GM0007007|PROFIL INSTITUTE FOR CLINICAL RESEARCH
GM0007008|OCEAN RESEARCH LLC
GM0007009|HOMETEAM PEST DEFENSE INC
GM0007010|AGRALOGICS INC
GM0007013|AM INST OF ARCHITECTS
GM0007014|TRIAL RUNNERS LLC
GM0007016|DESIGN INTERACTIVE INC
GM0007017|DOLPHIN RESEARCH CENTER
GM0006496|FOUNDATION FOR WOMEN'S WELLNESS
GM0006504|GAY AND LESBIAN MEDICAL ASSOCIATION
GM0006505|GENERAL MILLS FOUNDATION
GM0006507|GEORGE BUSH PRESIDENTIAL LIBRARY FOU
GM0005807|LEIBNIZ CTR FOR AGRIC LANDSCAPE RES
GM0005974|WORLD FEDERATION OF HEMOPHILIA
GM0006047|THE BEEZ FOUNDATION
GM0006108|TRIMEL PHARMACEUTICALS CORPORATION
GM0006179|SENSORY INTEGRATED SOLUTIONS
GM03413|DOCTORS MEMORIAL HOSPITAL
GM03414|TOKIWA PHYTOCHEMICAL
GM03415|HUDSON RCI
GM03416|CONVERGENT ENGINEERING
GM0006477|FAMILY CAREGIVER ALLIANCE
GM03797|FLORAGEM
GM0005666|UNION CNTY BOARD OF CNTY COMMISSIONERS
GM0006907|CHAMBERMAID PRODUCTS INC
GM0006426|CHILD NEUROLOGY SOCIETY
GM0006435|CNCL OF AM OVERSEAS RESEARCH CENTERS
GM05255|LARRY N SMITH M.D.
GM05256|N AMERICA SOCIETY FOR SPORT MANAGEMENT
GM05257|AMER ACAD OF VET NUTRITION
GM05258|AMER BRAIN TUMOR ASSOCIATION
GM0006259|OLYMPUS CORP OF THE AMERICAS
GM0006286|YONSEI UNIVERSITY
GM0006875|NEOSTEM INC
GM0006893|ZEAVISION LLC
GM0005321|EPIMATERIALS
GM0007015|GENO LLC
GM0007018|RONIN INSTITUTE
GM0007053|HUTTON-MILLER INC
GM0007091|MILSTEIN MED ASIAN AM PARTNERSHIP FOU
GM0006829|VETOQUINOL USA
GM0006920|FREDERICK A COLLER SURGICAL SOCIETY
GM0005516|CANADIAN MPS SOCIETY
GM03499|BOISE STATE UNIVERSITY
GM035|AMER HOME PRODS WYETH PHARMACEUTICALS
GM0350|PHARMACO DYNAMICS RESEARCH INC
GM03500|UNIV OF SAN DIEGO
GM03501|CHF SOLUTIONS INC.
GM0007041|HOSPITAL FOR SICK CHILDREN
GM0007064|CRITERIUM
GM0005760|FL ALCOHOL & DRUG ABUSE ASSO
GM0005968|VICTORIA DEPT OF ENVIROM & PRIM INDUSTRY
GM0005494|FONDAZIONE CENTRO S RAFFAELE DEL MONTE T
GM0005834|COLLOIDAL DYNAMICS
GM0006298|A. L. MAILMAN FAMILY FOUNDATION
GM0006310|ALLIANCE FOR ACADEMIC INTERNAL MEDICINE
GM0006315|AM ACAD VET PHARMACOLOGY THERAPEUTICS
GM0006339|AMERICAN INSTITUTE OF PHYSICS
GM0006340|AMERICAN ITALIAN CANCER FOUNDATION
GM0006518|GOLDEN GOOSE AWARD
GM0007019|NORTHWEST BIOTHERAPEUTICS
GM0007020|NORTHWEST BIOTHERAPEUTICS
GM0007023|MYELOJAK BIOMARKERS LLC
GM0007024|AVALANCHE BIOTECHNOLOGIES INC
GM0007026|SHIRE HUMAN GENETIC THERAPIES INC
GM0007027|OKEELANTA CORP
GM0007029|ARQULE
GM0007030|MEDGENICS INC
GM0007031|MICROSYSTEMS AUTOMATION GROUP
GM0005442|AMER PARTNERSHIP EOSINOPHILIC DISORDERS
GM0005474|MISSISSIPPI-ALABAMA SEA GRANT CONSORTIUM
GM0005757|NOVABONE PRODUCTS
GM0005769|FIBERTEK
GM0005351|NATL COUNCIL OF STATE BOARDS OF NURSING
GM0005476|SOC FOR SURGERY OF THE ALIMENTARY TRACT
GM0006129|ARTHREX VET SYSTEMS
GM0006156|PAR SYSTEMS
GM0005323|MUSHROOM COUNCIL
GM0006914|WINBUILD INC
GM0006931|HEALTH SERVICES ADVIRSORY GROUP
GM0006937|OCEANIT LABORATORIES INCORPORATED
GM0006939|VASCULAR CURES
GM0006974|CSC
GM0006981|RAJ ENTERPRISES OF CENTRAL FLORIDA LLC
GM0006993|ISAGENIX INTERNATIONAL LLC
GM0005464|SENSOPATH TECHNOLOGIES
GM0005530|RETROSENSE THERAPEUTICS
GM0005692|CYTORI THERAPEUTICS
GM0005728|FEDERAL ALLIANCE FOR SAFE HOMES
GM0005945|JAPAN TOURISM MARKETING
GM0006722|SEXUAL MEDICINE SOCIETY OF NORTH AMERICA
GM0006728|SOC FOR THE ADVANCEMENT OF BLOOD MGMT
GM05006|UNITING AGAINST LUNG CANCER
GM05007|MUSELLA FOUNDATION
GM0006547|INSTITUTE FOR NEW ECONOMIC THINKING
GM0006549|INSTITUTE OF MEDICINE
GM0006070|THERAPEUTICSMD
GM0006413|CASEY FAMILY PROGRAMS
GM0006420|CHAMPALIMAUD FOUNDATION
GM0006422|CHARLES H. HOOD FOUNDATION
GM0006433|CICATRICIAL ALOPECIA RESEARCH FOUNDATION
GM0006846|TRACON PHARMACEUTICALS
GM0006916|CLINTRAX GLOBAL INC
GM0005725|AQUAGEN ENGINEERING SERVICES
GM0006322|AM SOC OF TROPICAL MEDICINE AND HYGIENE
GM0006345|AMERICAN ORTHOTIC AND PROSTHETIC ASSO
GM0006375|ASSO OF FISH AND WILDLIFE AGENCIES
GM0006378|ASSOCIATION FOR WOMEN IN MATHEMATICS
GM0006418|CENTRE DE RECHERCHES MATHEMATIQUES
GM0006453|DALLAS INST OF HUMANITIES AND CULTURE
GM0006467|ELIZABETH FIRESTONE GRAHAM FOUNDATION
GM0006152|OTONOMY INC
GM0006650|NATIONAL SECURITY EXCHANGE PROGRAM
GM0006560|INTL ASSO OF HYDROLOGICAL SCIENCES
GM0006584|JOHN SIMON GUGGENHEIM MEMORIAL FOU
GM0006618|MEDICINES FOR MALARIA VENTURE
GM0006622|METANEXUS INSTITUTE
GM0006636|NATIONAL CENTER FOR CREATIVE AGING
GM0006640|NATIONAL FILM PRESERVATION FOUNDATION
GM0006651|NATIONAL SLEEP FOUNDATION
GM0006655|NATL CNCL OF UNIV RES ADMINISTRATORS
GM0005564|SANTHERA PHARMACEUTICALS
GM0006825|CYTOINFORMATICS LLC
GM0006844|THE HOUSE NEXT DOOR
GM0006898|MUSCADINE PRODUCTS CORPORATION
GM0006936|BIOVERSITY INTERNATIONAL
GM0006676|PARAPSYCHOLOGY FOUNDATION
GM0006693|PSYCHOLOGY BEYOND BORDERS
GM0006694|PUBLIC LIBRARY OF SCIENCE
GM0006721|SEARLE FREEDOM TRUST
GM0005970|FL HLTH EQUITY RESEARCH INST
GM0005488|ARTHRITIS NATL RESEARCH FOU
GM0005578|INDEWATER
GM0005596|ONDAVIA
GM0005629|LUNA INNOVATIONS INC
GM0005645|VERIFONE
GM0005991|NASDA RESEARCH FOU
GM0005526|SILICON MECHANICS
GM0005425|UNITED LAUNCH ALLIANCE
GM0005885|HEARING HEALTH SCIENCE
GM0006732|SOCIETY IN SCIENCE
GM0005743|ONEVAX
GM0005317|EASTON FOUNDATIONS
GM0005435|ETECT
GM0005556|DEFENSE ELECTRONICS CORPORATION
GM0005399|EVOLVA SA
GM0005486|AMORCYTE
GM0005918|CHILDREN'S LEUKEMIA RESEARCH ASSO
GM0005453|MATHWORKS
GM0005640|ABBVIE
GM0005665|UNION CNTY
GM0005779|CENTER FOR HAITIAN STUDIES
GM0006224|THE DAVIS PHINNEY FOUNDATION
GM0006959|CLOVIS ONCOLOGY INC
GM0006941|SOUTHEASTERN BRAIN TUMOR FOUNDATION
GM0006995|PENNSYLVANIA ST UNIV ELECTRO OPTICS CTR
GM0005633|NATL ACADEMIC ADVISING ASSO
GM0005644|J.R. SIMPLOT CO
GM0006872|TENAX THERAPEUTICS INC
GM0006911|PLASMA SURGICAL INC
GM0005518|CHIARI & SYRINGOMYELIA FOU
GM0005634|HANSON PROFESSIONAL SERVICESL
GM0005732|AMENDIA
GM0006078|YORK SOLUTIONS
GM0006900|DERMA SCIENCES
GM04770|NOD APIARY PRODUCTS
GM0006654|NATL ASSO OF ENVIRONMENTAL PROFESSIONALS
GM0006665|NOKIA
GM0006669|NORWEGIAN ACADEMY OF SCI AND LETTERS
GM0006269|INFRAVATION
GM0006293|POLK CNTY FARM BUREAU
GM0006797|EIGENCHEM TECHNOLOGIES
GM0006808|TRAVEL AND TOURISM RESEARCH ASSOCIATION
GM0007002|INNOVIM LLC
GM0006009|LUTHERAN FAMILY HEALTH CENTERS
GM0006835|CB&I FEDERAL SERVICES LLC
GM0006919|J CRAYTON PRUITT FAMILY FOUNDATION
GM0005503|PENNINGTON BIOMEDICAL RESEARCH FOU
GM0005504|DISCOVERY LIFE SCIENCES
GM0005551|ORAL HEALTH AMERICA
GM0005637|MINISTRY OF SCIENCE & TECHNOLOGY
GM0005786|CYCLACEL LIMITED
GM0005371|EXELON
GM0006723|SIDNEY HILLMAN FOUNDATION
GM0006726|SOC FOR INDUSTRIAL AND APPLIED MATH
GM0006754|TG PHILANTHROPY
GM0006774|VOLKSWAGEN FOUNDATION
GM0005408|HEBREW UNIVERSITY OF JERUSALEM
GM0005887|STATE OF WISCONSIN DEPT OF NAT RESOURCES
GM0005899|COOP INST MARINE & ATMOSPHERIC STUDIES
GM0005938|MESOTHELIOMA APPLIED RES FOU
GM0006051|WENDY C TURNER
GM0006090|LUNG RX
GM03502|NCVB TRAINING AND RESEARCH FOU
GM03503|THIR WAVE SYSTEMS
GM03504|US SPECIAL OPERATIONS COMMAND
GM03505|IMPULSE DYNAMICS INC.
GM038|AMER VET REFERENCE LAB INC
GM0380|RJR NABISCO INC RJ REYNOLDS TOBACCO CO
GM03800|WALTON CNTY
GM0005942|VASCULITIS FOUNDATION
GM0006065|SOCIETY OF VASCULAR SURGERY
GM0006963|CSS NANOTECH INC
GM0005480|HESIOD & ASSOCIATES
GM0005631|VERSO PAPER CORPORATION
GM0006122|CHILDREN'S OBESITY FUND
GM0006125|BANK OF AMERICA CHARITABLE FOU
GM0006196|SHELL CANADA ENERGY
GM0006206|SEAWORLD PARKS & ENTERTAINMENT
GM0005593|PUBLIC HEALTH LAW CENTER
GM0005610|INSECTICIDE RESISTANCE ACTION COMMITTEE
GM0005827|LIVERMORE INSTRUMENTS
GM0006171|CRITICAL PATH INSTITUTE
GM0006187|TEXAS HEART INSTITUTE
GM0006189|KOOGLER & ASSOCIATES
GM0005539|ALGOMA UNIVERSITY
GM0006203|UNIVERSITY OF GLASGOW
GM04771|SMITHSONIAN TROPICAL RESEARCH INST
GM04772|EYEIC
GM04773|SILICONES ENVIRONMENTAL HLTH SAFETY COUN
GM04774|DANCE USA
GM04775|COMPLEWARE CORPORATION
GM04776|BIOSYNEXUS
GM0341|PETOSEED COMPANY
GM03410|COALITION FOR HLTH ENVIRONMENTS RESEAR
GM03411|HYDROMENTIA INC
GM03412|PROJECT AWARE
GM0006991|STEPAHEAD AUSTRALIA LTD
GM0005390|SOUTHERN GARDENS CITRUS NURSERY
GM0005698|NATL TAY-SACHS & ALLIED DISEASES ASSO
GM0005877|GESELLSCHAFT FUR ABLAUFORGANIZATION:MILL
GM0006996|ANHUI HUAHENG BIOTECHNOLOGY CO LTD
GM0005547|JHP PHARMACEUTICALS
GM0005680|PAMPHALON FOUNDATION
GM0005424|LEAD21
GM0005595|INTEGRATED MICRO SENSORS
GM0005699|XOMA
GM0005715|NATL TRAUMA INSTITUTE
GM0006283|REFORCE TECH AS
GM0005622|MATORTHO
GM0005693|BOYS AND GIRLS CLUBS OF AMERICA
GM0005795|PETCO FOUNDATION
GM0005630|CEVA SANTE ANIMALE S.A.
GM0005906|TORAL FAMILY FOU
GM0005943|SEMILLAS DEL CARIBE
GM0006970|INSTITUTE FOR PUBLIC RELATIONS
GM0005459|AOSPINE NORTH AMERICA
GM0005549|BEHAVIORAL HLTH SYSTEMS RESEARCH
GM0005354|BIOMEDICAL ADVANCED RES & DEVLPMT AUTHOR
GM0005522|SOUTHERN GROUP OF STATE FORESTERS
GM03801|WALTON CNTY SCHOOL DISTRICT
GM03802|UNIVERSAL TECHNOLOGY CORPORATION
GM03803|GAS TECHNOLOGY INST
GM0005379|KECK FOUNDATION W.M.
GM0005406|OTSUKA MARYLAND MEDICINAL LAB
GM0005500|TORAY INDUSTRIES
GM0006117|MESOSCRIBE TECHNOLOGIES
GM0006976|RESEARCH AND INNOVATION STAFF EXCHANGE
GM0006983|MERCK SHARP & DOHME CORP
GM0006985|ABT HOLDING COMPANY
GM0005613|ALLEGRO MICROSYSTEMS
GM0005330|WICHITA STATE UNIVERSITY
GM0005420|HOLLISTER
GM0005775|THE GENEVA FOUNDATION
GM0006147|ST LUKE'S ROOSEVELT HOSP CENTER
GM0005477|FUNDECITRUS
GM0005532|TEXAS CHILDREN'S HOSPITAL
GM0005606|AECOM
GM0006161|OFFICE OF RESEARCH INTEGRITY
GM0006165|INT'L SOC OF VETERINARY DERMATOPATHOLOGY
GM0006258|GREATER OSCEOLA PARTNERSHIP FOR ECONOMIC
GM0006888|RHO INC
GM0006917|MEDSTAR HEALTH RESEARCH INSTITUTE
GM0007032|GILCHRIST CO SOIL & WATER CONSERVATION
GM0007033|DANNON COMPANY INC
GM0007034|BRAIN SENTINEL INC
GM0007036|KOREA NATIONAL SPORT UNIVERSITY
GM0007037|NORWEGIAN UNIVERSITY OF LIFE SCIENCES
GM0007038|JIANGSU PROVINCE HOSPITAL
GM0006971|ATHAN ENGINEERING
GM0006481|FERTILIZER INSTITUTE
GM0006482|FIRST BOOK
GM0006494|FOUNDATION FOR THE FUTURE
GM0006523|GROUP FOU FOR ADVANCING MENTAL HEALTH
GM04804|TARGAZYME
GM04805|ZETETIC RESEARCH
GM04806|BIOWELL PTE
GM04808|GOLDEN STATE FOODS
GM04809|AMEWAS
GM04810|E A SPORTS
GM04811|CVS/PHARMACY
GM04812|EUREKA SECRETARIAT
GM04813|INTERNATIONL SPINE INTERVENTION SOCIETY
GM04814|HILTI INC
GM0006577|JAPAN-US FRIENDSHIP COMMISSION
GM0006591|KENDAL CHARITABLE FUNDS
GM0006617|MEDIA DEMOCRACY FUND
GM0007035|NASA SPITZER SCIENCE CENTER
GM0005397|SEA TURTLE CONSERVANCY
GM0005400|BRAIN & BEHAVIOR RESEARCH FOUNDATION
GM0005461|NEUMEDICINES
GM0005810|WESTERN INSTITUTIONAL REVIEW BOARD
GM0006104|AMER ACAD ORTHOPAEDIC MANUAL PHYS THERAP
GM0005332|SEC ESTADO DEPACHOS PUEBLOS IND Y AFROHO
GM0005465|FL STRAWBERRY RESEARCH & EDUCATION FOU
GM0005521|TAIWAN FOU FOR RARE DISORDERS
GM0005555|COVITECT
GM0005861|INST FOR MOLECULAR NEUROSCIENCE
GM0005882|GEORGIA SOUTHERN UNIV
GM0006076|MOI UNIV COLLEGE OF HEALTH SCIENCES
GM0005391|NANOCANOPY LLC
GM0005697|AEGERION PHARMACEUTICALS
GM0005782|DSC MATERIALS
GM0005846|MAL'AK RESEARCH
GM05077|MIDAS INFORMATION TECHNOLOGY
GM05078|UF DAVIS CANCER CENTER
GM05079|TEXAS CHRISTIAN UNIVERSITY
GM0006709|ROLEX
GM0006619|MELANOMA RESEARCH ALLIANCE
GM0006621|MELLON CTR FOR STUDIES IN BRITISH ART
GM0006626|MIZUTANI FOUNDATION FOR GLYCOSCIENCE
GM0007039|KINGS COLLEGE LONDON
GM0007040|QIAGEN INC
GM0007043|ALAXIA SAS
GM0007044|BUILDING MATERIALS CORP OF AMERICA
GM0007045|CYTEC INDUSTRIES INC
GM0007047|RIKEN
GM0007048|BENSON HILL BIOSYSTEMS INC
GM0007049|XENEXUS PHARMACEUTICALS
GM0007050|OTODYNE INC
GM0007051|7AC TECHNOLOGIES INC
GM0007052|LABORATORIOS GEBRO PHARMA SA
GM0007054|SPROUT PHARMACEUTICALS INC
GM0006450|D KIM FOU HISTORY SCI AND TECH EAST ASIA
GM0006463|E.ON
GM0006485|FOCUSED ULTRASOUND SURGERY FOUNDATION
GM0006495|FOUNDATION FOR WOMEN'S CANCER
GM0005491|ASTROWATT
GM0005653|INEOS BIO
GM0006637|NATIONAL CNCL OF TEACHERS OF MATHEMATICS
GM0006644|NATIONAL ITALIAN AMERICAN FOUNDATION
GM05008|ROBOTICS ENGINEERING EXCELLENCE
GM05009|CITRUS RESEARCH & DEVELOPMENT FOU
GM0006267|UNIVERSITY OF PARMA
GM0006290|LIMACORPORATE SPA
GM0006499|FRENCH-AM FUND FOR CONTEMPORARY MUSIC
GM0006522|GRINNELL COLLEGE
GM0006528|HEALTHY SMILES HEALTHY CHILDREN
GM0006529|HEINLEIN PRIZE TRUST
GM0006535|HORSES AND HUMANS RESEARCH FOUNDATION
GM0006543|INFO TECHNOLOGY AND INNOVATION FOU
GM0006548|INSTITUTE OF MARINE RESEARCH
GM0005687|ON-X LIFE TECHNOLOGIES
GM0005875|M:14;22-33
GM0006003|BIO2 MEDICAL
GM0006040|OPTISCAN BIOMEDICAL
GM0006098|SKELETAL DYNAMICS
GM0005971|JOHN MCNICHOLAS PED BRAIN TUMOR FDTN
GM0005305|NATL INST OF BUILDING SCIENCES
GM0005333|DTER TECH
GM0005800|CHACE FOUNDATION
GM0005589|NATL CTR FOR PRESERVATION TECH & TRAININ
GM0005669|COUNTERPART INTERNATIONAL
GM0005752|AUDENTES THERAPEUTICS
GM0005762|BRONCUS MEDICAL
GM0005747|COLLIE HEALTH FOU
GM0005791|RHEUMATOLOGY RESEARCH FOU
GM0005821|NSRI - NATL SECURITY RES INSTITUTE
GM0005824|CALIFORNIA DEPT OF FOOD & AGRICULTURE
GM0005999|NEURONETICS
GM0006083|RALLY FOUNDATION
GM0006968|COINS FOR ALZHEIMERS RESEARCH TRUST
GM0005369|NIELSEN COMPANY
GM0005538|IVANAJ FOU MARTIN & MIRASH
GM0005794|MOLINA HEALTHCARE
GM0005852|ZAFGEN
GM0005983|ORLANDO-ORANGE COUNTY EXPRESSWAY AUTHOR
GM0006035|LEIDOS
GM0006079|PRAIRIE OAT GROWERS ASSOCIATION
GM0006088|PIVOTAL SOFTWARE
GM0005638|TRGEL
GM0005808|CTR FOR ADVANCEMENT OF SCIENCE IN SPACE
GM0005847|IPSEN BIOPHARMACEUTICALS
GM0005523|COMMONWEALTH OF VIRGINIA DEPT OF FORESTR
GM0005723|JANSSEN RESEARCH & DEVELOPMENT
GM0005764|LLOYD'S REGISTER EDUCATIONAL TRUST
GM0005790|MALLINCKRODT FDTN EDWARD JR.
GM0005434|AQUILUS PHARMACEUTICALS
GM0005658|CROWLEY MARITIME
GM0005671|ROTHAMSTED RESEARCH
GM0006091|ASSO FOR RES IN VISION&OPHTALMOLOGY FOU
GM0005873|AUSPEX PHARMACEUTICALS
GM04032|ST FRANCIS CATHOLIC HIGH SCHOOL
GM04033|NOBEL BIOCARE
GM04034|ACELOT
GM04035|CARDIUM THERAPEUTICS
GM0465|VERTAC CHEMICAL CORP
GM03782|CLARK STEEL FRAMING
GM03783|LUMINA FOU FOR EDUCATION
GM03784|SRS TECHNOLOGIES
GM03785|UNIVERSITY OF COLORADO AT BOULDER
GM03786|POYNTER INST
GM03787|DUMBARTON OAKS
GM03788|CHEMINOVA
GM03789|CDS TECHNOLOGIES
GM0379|RITE AID CORP
GM05193|JACOBUS PHARMACEUTICAL
GM05194|KANSAS STATE UNIVERSITY
GM05195|VIRBAC
GM05196|ARCHBOLD EXPEDITIONS
GM0006475|FABRICATORS & MANUFACTURERS ASSO FOU
GM0005531|SK BIOPHARMACEUTICALS
GM0005726|UNIVERSITY OF READING
GM0005520|MEDACTA INTERNATIONAL SA
GM0006041|ALTAVIAN
GM0005755|ASTEX
GM0006022|LUTONIX
GM0006831|FL DEPT OF ECONOMIC OPPORTUNITY
GM0006880|BRIDGE PHARMA INC
GM0006956|KOCH BIOLOGICAL SOLUTIONS LLC
GM0006870|SUGARCANE REFINED GENETICS
GM0006945|RES INSTITUTE FOR HUMANITY AND NATURE
GM0006448|CUTANEOUS LYMPHOMA FOUNDATION
GM0006451|DAESAN FOUNDATION
GM0006456|DEMAND CURES TODAY GATEWAY CANCER RES
GM0006635|NATIONAL CANINE CANCER FOUNDATION
GM0006646|NATIONAL NIEMANN-PICK DISEASE FOUNDATION
GM0006662|NEW YORK STEM CELL FOUNDATION
GM04996|FUNDACAO DE APOIO A PESQUISA E DESENVOLV
GM04997|R.G. NIEDERHOFFER CAPITAL MANAGEMENT
GM04998|INFRASENSE
GM04999|FOU FOR FINANCIAL PLANNING
EDISON|EDISON PHARMACEUTICALS
GM0005840|CENTER FOR PRODUCE SAFETY
GM0006906|DIABETES RESEARCH CONNECTION
GM0005328|CACTUS & SUCCULENT SOCIETY OF AM
GM0005478|INDIAN RIVER CNTY HEALTH DEPT
GM0005482|AO FOUNDATION
GM0005864|AGRISOMA BIOSCIENCES
GM0006265|TORCH TECHNOLOGIES
GM0006289|SHANNON & WILSON
GM0005951|NEUWAVE MEDICAL
GM0006111|BRAINSWAY
GM03418|ACAD FOR EDUCATIONAL DEVELOPMENT
GM03419|MOORE NANOTECHNOLOGY SYSTEMS
GM0005956|US EMBASSY IN MOSCOW
GM0006116|ANIMINE
GM0006212|INT'L ASSO FOR PLANT TAXONOMY (USA)
GM0005857|SEAFOOD INDUSTRY RES FUND
GM0005965|NESTLE WATERS NORTH AMERICA
GM0006107|PHARMACYCLICS INCORPORATED
GM0005534|RUAF FOUNDATION
GM0005801|MOSQUITO RESEARCH FOU
GM0005806|NBF LANES
GM0005879|SKF AEROSPACE NORTH AMERICA
GM0005929|REVDIA
GM0005763|KALOBIOS PHARMACEUTICALS
GM0005458|SARCOMA ALLIANCE RES THROUGH COLLABORAT
GM0006934|GULF OF MEXICO FISHERY MANAGEMENT COUNCI
GM0006935|BAY AREA LYME FOUNDATION
GM0005355|CURESEARCH FOR CHILDREN'S CANCER
GM0005370|FL CTR FOR BRAIN TUMOR RES
GM0005636|PEOPLE'S REPUBLIC OF CHINA
GM0006775|WELCH FOUNDATION
GM0006781|WILLIS-EKBOM DISEASE FOUNDATION
GM0006788|WOUND OSTOMY AND CONTINENCE NURSES SOC
GM0006089|AMERICAN SOCIETY FOR LASER MEDICINE AND
GM0006683|PETER AND PATRICIA GRUBER FOUNDATION
GM0006685|PKD FOUNDATION
GM0006690|PREVENT CANCER FOUNDATION
GM0006698|R.M. SANTILLI FOUNDATION
GM0005363|OFFICE OF THE DIRECTOR OF NAT INTEL
GM0005674|STATE FARM INSURANCE COMPANIES
GM0005700|NEW YORK INSTITUTE OF TECHNOLOGY
GM0006030|STRYKER NEUROVASCULAR
GM0006235|QUEEN'S UNIVERSITY AT KINGSTON
GM0006853|NATL RESEARCH FDN OF KOREA
GM0005977|AVENTUSOFT
GM0006162|AMER INST OF ULTRASOUND IN MEDICINE
GM0006245|TAO CONNECT
GM0006261|UF INFORMATICS INSTITUTE SEED FUND
GM0005331|GULF OF MEXICO RESEARCH INITIATIVE
GM0005914|SIRENAS MARINE DISCOVERY
GM0005335|SIMONS FOUNDATION
GM0006796|TBD - CLICK GRANTS
GM0006868|THE PEANUT FOUNDATION
GM0006886|TEVA BRANDED PHARMACEUTICALS PROD R&D
GM0006984|IDIS LTD
GM0005438|NEYA SYSTEMS
GM0005703|AGC REG SANEAMENTO E ENERG EST SAO PAULO
GM0005722|SAN JOSE STATE UNIV RESEARCH FOU
GM0006046|THE COMPANY OF BIOLOGISTS
GM0006094|NEUREN PHARMACEUTICALS
GM0006114|AGNITRON TECHNOLOGY
GM0006039|ACTELION PHARMACEUTICALS LTD
GM0006209|SEMINOLE TRIBE OF FLORIDA
GM0006779|WILEY FOUNDATION
GM0005651|ALTERNATIVES RESEARCH & DELOPMENT FOU
GM0006346|AMERICAN OSTEOPATHIC FOUNDATION
GM0005683|SEATTLE GENETICS INC
GM0006010|SABIC TECHNOLOGY CENTER
GM0006019|ALLECRA THERAPEUTICS
GM0006944|CAPE PENINSULA UNIVERSITY OF TECHNOLOGY
GM0005783|CELATOR PHARMACEUTICALS
GM0005792|GLYGENIX THERAPEUTICS INC
GM0005833|SAN FRANCISCO ESTUARY INSTITUTE
GM0006103|CERAMIC TUBULAR PRODUCTS
GM0006139|THE HUNGARY INITIATIVES FOU
GM0006940|1 DEGREE TECHNOLOGIES LLC
GM0006469|ELTON JOHN AIDS FOUNDATION
GM0005900|KEYPLEX
GM0006266|1 DEGREE TECHNOLOGIES
GM0006946|DEEP BRAIN INNOVATIONS LLC
GM0005495|COALITION FOR URBAN/RURAL ENVRN STEWARDS
GM0005891|WOODLEY EQUIPMENT COMPANY
GM0005892|FOOD ALLERGY RES & EDUCATION
GM0006133|ACADEMY OF SCIENCES OF CZECH REPUBLIC
GM0006611|MARFAN FOUNDATION
GM0006616|MCCORMICK TRIBUNE FOUNDATION
GM0006629|MOTOROLA FOUNDATION
GM05127|BANK OF AMERICA
GM0006207|STENTYS
GM0006251|NOVO NORDISK A/S
GM0006595|LATIN AM SCHOOL ED COGNITIVE NEURAL SCI
GM0006600|LOWE SYNDROME TRUST
GM0006601|LUDVIG HOLBERG MEMORIAL FUND
GM0006608|LYNDON B JOHNSON PRESIDENTIAL LIB MUSEUM
GM0005541|WEDEVEN ASSOCIATES
GM0005619|FUNCTIONAL NEUROMODULATION
GM0005649|DEVEREUX FLORIDA
GM0005910|AMER ASSO OF ZOO VETERINARIANS
GM0006239|PUBLIC RESPONSIBILITY IN MEDICINE & RES
GM0006903|IDEAL PROTEIN OF AMERICA INC
GM0006912|BOWIE STATE UNIVERSITY
