DEPTID|END_DATE|UFID|SAL_ADMIN_PLAN|JOBCODE|HR_POSITION|uri|remove|current|JOBCODE_DESCRIPTION|START_DATE
50010000|NULL|76360479|TA12|1307|1|||yes|ADMINISTRATIVE SERVICES, CRD 2|2007-03-12
60180000|NULL|88509270|TU2N|806|1|||yes|SECRETARY, EXECUTIVE|1989-08-07
29040100|NULL|46310840|FACM|790|1|||yes|CLIN ASO PROF|2002-05-01
16120100|NULL|93691950|OF12|394|1|||yes|POSTDOC ASO|2014-01-21
19020000|NULL|86942119|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-30
56021100|NULL|63357229|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-06-06
73030000|NULL|33909240|US2N|1114|1|||yes|LAW ENFORCEMENT OFFICER|2008-03-21
16240100|NULL|75653541|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-02-12
19050000|NULL|28922151|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-04-11
23010200|NULL|98997851|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-26
04020000|NULL|89147454|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-04-29
03020000|NULL|60896118|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-05-03
60210000|NULL|91782889|GA12|541|1|||yes|GRADUATE AST-T|2013-08-16
29040100|NULL|19113949|FAPD|394|1|||yes|POSTDOC ASO|2013-02-18
04030000|NULL|32653920|TA12|1344|1|||yes|EDUC/TRAINING PROGS, CRD 2|2010-01-04
15030100|NULL|09362115|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-26
19140000|NULL|56011254|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-11-15
16060100|NULL|61101005|GA09|541|1|||yes|GRADUATE AST-T|2010-08-16
18010000|NULL|24278250|TU2N|836|1|||yes|ACCOUNTANT|1998-08-21
24010200|NULL|40342499|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-02
15060000|NULL|92762886|CTSY|140|1|||yes|AFFL AST PROF|2009-07-01
15010000|NULL|92879610|TA12|1307|1|||yes|ADMINISTRATIVE SERVICES, CRD 2|1983-10-21
29160204|NULL|54104890|OF12|149|1|||yes|ADJ CLIN AST PROF|2000-06-01
16120100|NULL|04322816|GA12|541|1|||yes|GRADUATE AST-T|2011-08-16
32050000|NULL|14494391|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-05-16
33010000|NULL|14061838|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2008-08-18
08060200|NULL|94296379|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-23
16309001|NULL|12985165|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-05-29
16380100|NULL|66989174|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
07700300|NULL|74243311|TU2N|1044|1|||yes|ELECTRICIAN|2014-04-18
29190000|NULL|43838020|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|1991-06-18
29020100|NULL|61915440|TU2N|806|1|||yes|SECRETARY, EXECUTIVE|2003-04-28
32060000|NULL|63082020|CTSY|140|1|||yes|AFFL AST PROF|2006-01-11
60740000|NULL|72030710|FA12|421|1|||yes|RES ASO|1997-01-24
30050000|NULL|46132161|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|2004-08-02
25020000|NULL|49468931|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-09-28
60230000|NULL|10714888|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-02-01
13030200|NULL|34919071|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-28
07110000|NULL|42121300|TA12|1430|1|||yes|STUDENT AFFAIRS, CRD 2|2011-07-12
62060200|NULL|90824006|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-02-28
16200100|NULL|53013060|GA09|539|1|||yes|GRADUATE TCH AST|2013-08-16
16240100|NULL|71759188|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-16
29050400|NULL|54101839|FAPD|394|1|||yes|POSTDOC ASO|2011-06-07
11300000|NULL|31950410|TA12|1344|1|||yes|EDUC/TRAINING PROGS, CRD 2|2008-04-15
62010600|NULL|33469381|TA12|1299|1|||yes|HUMAN RESOURCES, CRD 3|2013-07-29
19010300|NULL|50958190|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-07
04020000|NULL|80880818|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
16309001|NULL|25734314|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-05-16
60330000|NULL|83549844|TU2N|836|1|||yes|ACCOUNTANT|2011-05-27
18050000|NULL|39252880|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
04020000|NULL|68703978|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-08-21
04030100|NULL|69192191|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-07-01
33010000|NULL|14134769|TU2N|818|1|||yes|ADMINISTRATIVE AST|2014-03-19
16280100|NULL|33668597|GA09|539|1|||yes|GRADUATE TCH AST|2012-08-16
16400100|NULL|14118956|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-07
19340100|NULL|11035163|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-02
16620100|NULL|29980038|GA09|539|1|||yes|GRADUATE TCH AST|2012-08-16
14800000|NULL|90436204|TA12|1839|1|||yes|IT PROJECT MANAGER 2|2007-08-06
04020000|NULL|91212191|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-09-10
34130000|NULL|38751869|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-04-09
19070000|NULL|07158383|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-01
56020800|NULL|65986350|CTSY|742|1|||yes|CO AST SCTST|2006-08-16
29050600|NULL|14333431|CTSY|142|1|||yes|AFFL CLIN PROF|2014-01-01
33160000|NULL|12993332|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-02-15
18050000|NULL|19436644|GA09|541|1|||yes|GRADUATE AST-T|2008-09-25
60100000|NULL|44947981|CTSY|140|1|||yes|AFFL AST PROF|2009-12-01
16120100|NULL|19644383|GA12|541|1|||yes|GRADUATE AST-T|2011-08-16
60770000|NULL|18995337|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|2006-04-17
16980300|NULL|91136379|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-02-22
27010704|NULL|85588810|TA12|1374|1|||yes|COMPUTER APPLICATIONS, CRD 3|2001-07-30
32080500|NULL|15661967|OF12|149|1|||yes|ADJ CLIN AST PROF|2006-05-05
17210400|NULL|67154983|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-04-18
62060200|NULL|89190208|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-10-20
16309001|NULL|19469248|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-10-19
29011500|NULL|71280183|TA12|1363|1|||yes|DEVELOPMENT/ALUMNI AFF, CRD 4|2014-01-17
04020000|NULL|98117362|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-21
16480100|NULL|04606991|GA09|539|1|||yes|GRADUATE TCH AST|2009-08-16
16360100|NULL|24022580|US2E|931|1|||yes|ENGINEER, SR|1986-06-02
16380100|NULL|07423181|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
13500000|NULL|12893730|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-08-08
07390000|NULL|25990220|TA12|1430|1|||yes|STUDENT AFFAIRS, CRD 2|2007-06-29
56020000|NULL|89137666|FA09|512|1|||yes|EMIN SCHOLAR|2003-05-09
16980300|NULL|58185169|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2010-09-17
16940100|NULL|33352420|GA09|539|1|||yes|GRADUATE TCH AST|2012-08-16
30050000|NULL|22311000|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|2004-06-18
16360100|NULL|36699953|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-07-25
07700100|NULL|01695911|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-08-01
16920100|NULL|36323824|GA09|541|1|||yes|GRADUATE AST-T|2013-08-16
30290000|NULL|31544330|FACM|790|1|||yes|CLIN ASO PROF|2013-08-19
29020100|NULL|69215361|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-19
73040200|NULL|41633231|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-10-26
16240000|NULL|75011140|FA09|478|1|||yes|CHAIR & PROF|1997-08-08
29100000|NULL|33303440|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|1983-11-01
04020000|NULL|16036121|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-02
29120000|NULL|01047450|FACM|780|1|||yes|AST DEAN & CLIN AST PROF|2004-06-18
03030000|NULL|37934689|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-09-04
15010000|NULL|26839176|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-03-29
16120100|NULL|86322149|GA12|541|1|||yes|GRADUATE AST-T|2012-05-11
29092500|NULL|52593130|FACM|790|1|||yes|CLIN ASO PROF|2005-09-30
05160000|NULL|19583640|TU2N|836|1|||yes|ACCOUNTANT|1986-05-22
60170000|NULL|78090985|CTSY|140|1|||yes|AFFL AST PROF|2008-12-08
55080100|NULL|78716151|FA12|436|1|||yes|AST UNIV LIBRARIAN|2010-10-25
29210000|NULL|75498940|TU2N|806|1|||yes|SECRETARY, EXECUTIVE|2002-01-28
32050000|NULL|84411461|GA12|541|1|||yes|GRADUATE AST-T|2014-08-16
35040200|NULL|01838969|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
14200700|NULL|85767465|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-06
04020000|NULL|91614458|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-04-21
16060000|NULL|15849195|TU2E|930|1|||yes|ENGINEER|2009-03-09
60470000|NULL|34166140|GA12|541|1|||yes|GRADUATE AST-T|2013-08-16
16960400|NULL|94569610|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-07
29141300|NULL|99903331|FAPD|394|1|||yes|POSTDOC ASO|2005-10-13
16309001|NULL|45760482|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-28
60190000|NULL|63169661|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-10-07
19380100|NULL|96931841|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-02-17
23100100|NULL|89140166|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-02-15
62010100|NULL|87298149|TU2N|806|1|||yes|SECRETARY, EXECUTIVE|2013-01-07
04020000|NULL|61914114|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-13
16120100|NULL|94939974|FAPD|394|1|||yes|POSTDOC ASO|2014-04-01
16360100|NULL|30694491|GA12|541|1|||yes|GRADUATE AST-T|2010-08-16
29092000|NULL|57174181|FACM|790|1|||yes|CLIN ASO PROF|2012-12-21
16120100|NULL|07381364|GA12|541|1|||yes|GRADUATE AST-T|2013-01-01
60751000|NULL|89240263|TU2N|833|1|||yes|FISCAL AST|2012-08-20
64601000|NULL|44513341|TA12|1307|1|||yes|ADMINISTRATIVE SERVICES, CRD 2|2006-02-24
16960400|NULL|15914559|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-18
60820000|NULL|98890185|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-06-21
27030000|NULL|91797640|TA12|1452|1|||yes|INSURANCE AND RISK, CRD 4|1997-03-07
07700100|NULL|14104776|TA12|1209|1|||yes|UNIV HOUSING, ASO DIRECTOR 4|2011-06-29
62060200|NULL|34104664|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-02-07
16960400|NULL|16916984|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-10-12
04020000|NULL|98951547|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-02
29091200|NULL|16058850|OF12|149|1|||yes|ADJ CLIN AST PROF|2001-04-01
55050100|NULL|62124590|FA12|484|1|||yes|CHAIR & ASO UNIV LIBRARIAN|2005-08-22
28040000|NULL|77926140|CTSY|140|1|||yes|AFFL AST PROF|2007-06-01
26030100|NULL|62679356|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-11-08
21030000|NULL|72668200|TA12|1290|1|||yes|PURCHASING, CRD 1|2006-08-11
60100000|NULL|56216250|US2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|1994-09-21
26050100|NULL|30386161|FA09|478|1|||yes|CHAIR & PROF|2014-08-01
04020000|NULL|01488511|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-10-10
34060500|NULL|16903312|TU2E|902|1|||yes|MARKETING SPECIALIST|2013-06-11
18200000|NULL|38138018|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-06
04020000|NULL|17515219|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-02
04020000|NULL|96711598|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-02-27
24010200|NULL|13015164|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-05-15
23010201|NULL|11791173|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
60754300|NULL|14225915|FAPD|394|1|||yes|POSTDOC ASO|2011-02-21
19010410|NULL|93299971|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-12
16120000|NULL|42133141|CTSY|730|1|||yes|CO SCTST|2000-01-01
32060300|NULL|90869838|CTSY|145|1|||yes|AFFL CLIN INSTRUCTOR|2010-09-09
57130307|NULL|61969882|FAPD|394|1|||yes|POSTDOC ASO|2014-08-22
34170300|NULL|17308380|FA12|212|1|||yes|ACT CHAIR & CLIN PROF|2004-08-13
15010000|NULL|91654174|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-04-04
24040100|NULL|36995383|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-06-02
19010400|NULL|20235430|US2N|890|1|||yes|AUDIO-VISUAL EQUIPMENT OPR|2000-11-03
56020800|NULL|43782959|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-21
13010610|NULL|51893381|GA09|541|1|||yes|GRADUATE AST-T|2011-08-29
60070000|NULL|61584974|FAPD|394|1|||yes|POSTDOC ASO|2005-08-16
16120100|NULL|66569561|GA12|541|1|||yes|GRADUATE AST-T|2013-08-16
29350000|NULL|90055590|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|2004-06-18
16360100|NULL|21893491|GA12|541|1|||yes|GRADUATE AST-T|2014-01-01
29060000|NULL|19435992|FAPD|394|1|||yes|POSTDOC ASO|2011-08-08
04020000|NULL|51414169|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-09
60230000|NULL|55959551|FAPD|394|1|||yes|POSTDOC ASO|2012-11-01
63700300|NULL|77814670|TU2N|1049|1|||yes|REFRIGERATION MECHANIC, SR|1990-04-23
47010000|NULL|93971461|TA12|1771|1|||yes|UNIV PRESS, ASO DIRECTOR 5|2006-11-22
23030000|NULL|49041286|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2010-02-08
18070000|NULL|59551811|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
19070000|NULL|73276512|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-11-11
31020100|NULL|92193975|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-04-11
16120100|NULL|31819351|FAPD|394|1|||yes|POSTDOC ASO|2008-08-16
16400100|NULL|40021430|GA09|541|1|||yes|GRADUATE AST-T|2013-08-16
26030100|NULL|62679356|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
16920000|NULL|93721630|FA09|635|1|||yes|ACT CHAIR & ASO PROF|1990-08-10
13020100|NULL|66294684|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
60170000|NULL|87019910|CTSY|140|1|||yes|AFFL AST PROF|2004-10-28
60070000|NULL|59094860|FA09|531|1|||yes|LECTURER|2011-11-18
04020000|NULL|79364643|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-06
19060000|NULL|41565930|FA12|478|1|||yes|CHAIR & PROF|1998-08-07
29091000|NULL|48360070|FACM|344|1|||yes|ASO CHAIR & PROF|1990-12-03
60092000|NULL|31942823|TU2N|1100|1|||yes|AGRICULTURAL AST|2004-12-09
29150000|NULL|32423155|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|2005-09-19
56020000|NULL|51082501|CTSY|727|1|||yes|CO CURATOR|1983-01-01
16900100|NULL|94909858|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-05-29
11060100|NULL|88263900|TA12|1629|1|||yes|RESEARCH ADM 3|1990-09-07
19060100|NULL|72961536|GA12|541|1|||yes|GRADUATE AST-T|2013-05-16
32080200|NULL|24930540|OF12|149|1|||yes|ADJ CLIN AST PROF|2007-07-27
32060300|NULL|29401308|CTSY|145|1|||yes|AFFL CLIN INSTRUCTOR|2012-10-08
56020000|NULL|48211600|CTSY|727|1|||yes|CO CURATOR|2004-06-18
34170200|NULL|36105069|OF12|149|1|||yes|ADJ CLIN AST PROF|2013-01-04
04020000|NULL|05014939|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-03
31010100|NULL|15320320|FA12|449|1|||yes|DEAN & PROF|2013-06-28
24010200|NULL|22335080|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-01
19330100|NULL|19618141|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-06
29160101|NULL|96931173|FACM|478|1|||yes|CHAIR & PROF|2013-10-28
16980300|NULL|95937907|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-08-23
29051300|NULL|64654470|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|2001-10-26
16280100|NULL|83005900|GA09|541|1|||yes|GRADUATE AST-T|2009-08-16
19090000|NULL|85245950|CTSY|140|1|||yes|AFFL AST PROF|2010-02-01
04020000|NULL|08179828|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
52020000|NULL|58656890|TA12|1396|1|||yes|CONTINUING EDUCATION, CRD 2|2012-05-25
07700100|NULL|50298620|TU2N|836|1|||yes|ACCOUNTANT|1998-05-11
63400200|NULL|71727480|US2N|1057|1|||yes|BUILDING PROJECTS SPECIALIST|1996-06-14
29090500|NULL|98691370|TU2N|818|1|||yes|ADMINISTRATIVE AST|2001-09-04
13030100|NULL|04019635|GA12|541|1|||yes|GRADUATE AST-T|2012-08-16
16900100|NULL|81898949|GA09|541|1|||yes|GRADUATE AST-T|2009-08-16
57140100|NULL|14336558|CTSY|140|1|||yes|AFFL AST PROF|2007-08-15
23120100|NULL|35369519|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-06-04
30040000|NULL|18451485|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|2014-01-17
22010000|NULL|18074196|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-06-19
30050000|NULL|41769939|TA12|1423|1|||yes|MEDICAL/HLTH ADMIN, ASO DIR 5|2014-01-13
16900100|NULL|71963989|GA12|541|1|||yes|GRADUATE AST-T|2011-08-16
32060300|NULL|24494317|CTSY|185|1|||yes|CO CLIN LECTURER|2013-05-06
14200350|NULL|62044115|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-02
23010100|NULL|34313396|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-09-28
16309001|NULL|41512445|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-10-16
16380000|NULL|58698104|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
60460000|NULL|15467994|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-09-14
14200500|NULL|34071080|TA12|1810|1|||yes|APPLICATION DEVELOPER ANLST 1|2014-03-07
57720000|NULL|97819165|TA12|1378|1|||yes|STATISTICAL RESEARCH, CRD 3|2011-01-07
04020000|NULL|71506501|TA12|1430|1|||yes|STUDENT AFFAIRS, CRD 2|2012-05-01
14010100|NULL|81975109|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-17
16309001|NULL|99324610|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-05-29
61020000|NULL|71174843|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-19
16010000|NULL|86934440|TU2N|818|1|||yes|ADMINISTRATIVE AST|1988-03-16
34060500|NULL|93736400|OF12|149|1|||yes|ADJ CLIN AST PROF|2000-01-01
62010300|NULL|43686926|TA12|1298|1|||yes|HUMAN RESOURCES, CRD 2|2007-07-19
29240101|NULL|87481030|TA12|1324|1|||yes|ACADEMIC PROGRAMS, CRD 3|2009-05-01
30090000|NULL|25166500|TA12|1155|1|||yes|CLINICAL PROGRAMS, CRD 1|2013-07-02
32060300|NULL|01671863|CTSY|185|1|||yes|CO CLIN LECTURER|2013-05-21
32050000|NULL|47790541|CTSY|142|1|||yes|AFFL CLIN PROF|2009-01-01
04080300|NULL|19570421|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-04-27
04020000|NULL|09975049|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2009-09-11
19020000|NULL|65705880|FA12|478|1|||yes|CHAIR & PROF|1998-08-07
16400100|NULL|80111266|GA09|541|1|||yes|GRADUATE AST-T|2010-08-16
60170000|NULL|62601350|CTSY|140|1|||yes|AFFL AST PROF|2007-01-17
16420100|NULL|29213628|GA09|539|1|||yes|GRADUATE TCH AST|2013-08-16
33030000|NULL|29697390|CTSY|742|1|||yes|CO AST SCTST|2001-12-07
11400000|NULL|71913520|TA12|1369|1|||yes|RESEARCH PROGS/SVCS, DIR 5|1998-09-30
32060300|NULL|65403480|CTSY|727|1|||yes|CO CURATOR|2013-10-14
16320000|NULL|41368389|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
30050000|NULL|14274961|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|2004-04-01
04020000|NULL|79449374|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-02-28
16309001|NULL|91851338|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-03
64101000|NULL|68368010|TA12|1511|1|||yes|CONTROLLER, SR ASSOC 5|2001-09-24
29060000|NULL|36629494|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-01-16
16040100|NULL|86799981|GA09|541|1|||yes|GRADUATE AST-T|2009-08-16
60754200|NULL|88377985|FAPD|394|1|||yes|POSTDOC ASO|2014-03-14
57130100|NULL|37083620|TU2N|868|1|||yes|GRANTS AST|2000-05-09
19090100|NULL|90556930|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-05-16
56020000|NULL|44964781|CTSY|727|1|||yes|CO CURATOR|1992-01-14
60460000|NULL|96631158|FAPD|394|1|||yes|POSTDOC ASO|2013-08-09
60030000|NULL|91288119|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2006-06-08
19010300|NULL|79364149|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-17
16920000|NULL|11316138|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
16860000|NULL|96469630|FA09|516|1|||yes|GRADUATE RES PROF|1988-08-12
62010700|NULL|51108770|TA12|1403|1|||yes|INFO/PUBLICATIONS SVCS, CRD 3|1999-11-28
36020000|NULL|93491838|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-23
16620100|NULL|82119058|GA09|539|1|||yes|GRADUATE TCH AST|2014-08-16
60013804|NULL|84634940|TA12|1396|1|||yes|CONTINUING EDUCATION, CRD 2|2000-08-22
16120100|NULL|61916333|GA12|541|1|||yes|GRADUATE AST-T|2012-08-16
60210000|NULL|08992164|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-09-10
29170000|NULL|62085950|US2E|955|1|||yes|REGISTERED NURSE PRACT, ADVANC|1990-10-29
26020000|NULL|10246157|TU2N|868|1|||yes|GRANTS AST|2009-12-22
24010100|NULL|57699870|TU2N|818|1|||yes|ADMINISTRATIVE AST|1996-07-15
04020000|NULL|53862756|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
16660000|NULL|25265242|TA12|1324|1|||yes|ACADEMIC PROGRAMS, CRD 3|2011-07-29
16480100|NULL|51529197|GA09|539|1|||yes|GRADUATE TCH AST|2011-05-16
60352012|NULL|81263475|FA12|439|1|||yes|EXT AGENT I|2010-05-17
17020100|NULL|61907315|FA12|531|1|||yes|LECTURER|2014-05-16
29091200|NULL|36479763|FACM|790|1|||yes|CLIN ASO PROF|2012-08-27
19050000|NULL|39598106|FAPD|394|1|||yes|POSTDOC ASO|2011-11-03
04020000|NULL|31816155|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-25
29092100|NULL|61210530|FACM|344|1|||yes|ASO CHAIR & PROF|1997-05-01
60100000|NULL|11064030|FAPD|394|1|||yes|POSTDOC ASO|2012-08-31
28011202|NULL|07843173|TA12|1141|1|||yes|EDUC MEDIA/COMMUNIC, CRD 1|2005-09-11
19020000|NULL|38118143|FAPD|394|1|||yes|POSTDOC ASO|2012-09-14
29120000|NULL|02717181|FACM|324|1|||yes|PRG DIR & AST PROF|2005-09-27
16240100|NULL|09181318|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-07-01
16900100|NULL|31245975|FAPD|394|1|||yes|POSTDOC ASO|2011-06-01
60060000|NULL|55081257|GA12|541|1|||yes|GRADUATE AST-T|2012-08-16
62010300|NULL|55760090|TA12|1299|1|||yes|HUMAN RESOURCES, CRD 3|2013-01-04
16320000|NULL|11499307|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
04020000|NULL|86461889|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-08-15
32050000|NULL|36931490|TA12|1269|1|||yes|RESEARCH PROGS/SVCS, CRD 1|2011-02-16
16120100|NULL|56415136|GA12|541|1|||yes|GRADUATE AST-T|2014-08-16
15020100|NULL|46563163|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
04020000|NULL|35131614|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-10-16
73030000|NULL|98613321|TU2N|1111|1|||yes|POLICE COMMUNICATIONS OPR|2013-12-20
57140100|NULL|31811323|CTSY|140|1|||yes|AFFL AST PROF|2007-08-15
60790000|NULL|42046360|US2N|1100|1|||yes|AGRICULTURAL AST|1989-08-18
14500000|NULL|00586640|TU2N|1745|1|||yes|Systems Admin/Programmer 1|1999-11-24
